nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0082406
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0089940
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0101718
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0122901
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0159713
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0223146
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0352155
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.25, 0.0104422
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.25,0.0113721
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.25,0.0129749
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.25,0.0154934
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.25,0.0202206
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.25,0.0280091
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.25,0.0409501
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0139206
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0150056
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0167733
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0201132
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0260840
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0358843
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0520170
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0198817
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0210080
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,1,0.0230893
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,1,0.0270643
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,1,0.0344334
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,1,0.0466914
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,1,0.0669128
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,2, 0.0308956
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,2,0.0319273
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,2,0.0346031
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,2,0.0388756
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,2,0.0476045
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,2,0.0623105
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,2,0.0879041
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,4, 0.0523440
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,4,0.0533812
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,4,0.0557221
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,4,0.0607147
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,4,0.0693993
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,4,0.0871284
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,4,0.1177534
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, 0.0961821
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,0.0974043
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,0.0992534
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,0.1034801
