nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,related_pin A6,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0591484
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0600622
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0611647
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0632995
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0671721
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0743174
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0875752
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0640527
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0649671
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0660680
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0682045
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0720603
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0792015
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0924469
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,1, 0.0716912
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,1,0.0726008
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,1,0.0736992
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,1,0.0757709
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,1,0.0796248
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,1,0.0867081
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,1,0.0999346
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,2, 0.0805335
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,2,0.0814661
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,2,0.0825877
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,2,0.0847408
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,2,0.0886587
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,2,0.0958158
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,2,0.1089523
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,4, 0.0879172
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,4,0.0889345
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,4,0.0901663
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,4,0.0924843
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,4,0.0967052
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,4,0.1043443
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,4,0.1179097
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,8, 0.0905108
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,8,0.0916358
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,8,0.0930008
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,8,0.0956046
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,8,0.1003719
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,8,0.1090045
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,8,0.1237530
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,16, 0.0814169
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,16,0.0830003
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,16,0.0845855
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,16,0.0874895
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,16,0.0929143
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,16,0.1027416
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,16,0.1202921
