nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0518807
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0528592
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0540181
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0562193
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0602721
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0676935
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0813352
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.0534144
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.0543912
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.0555553
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.0577483
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.0618385
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.0692386
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.0828299
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0548958
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0558724
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0570261
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0592076
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0632359
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0706092
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0842488
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0554606
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0564810
