nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,32,0.2070648
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,32,0.2246295
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,0.1,0.0244008
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,0.1,0.0256164
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,0.1,0.0269160
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,0.1,0.0293549
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,0.1,0.0338482
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,0.1,0.0420456
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,0.1,0.0575627
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,1, 0.0299660
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,1,0.0312250
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,1,0.0325248
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,1,0.0349308
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,1,0.0393310
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,1,0.0473401
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,1,0.0626358
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,2, 0.0380324
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,2,0.0393433
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,2,0.0407126
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,2,0.0433665
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,2,0.0482222
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,2,0.0569673
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,2,0.0723173
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,4, 0.0501797
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,4,0.0515249
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,4,0.0530928
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,4,0.0560806
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,4,0.0614679
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,4,0.0712111
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,4,0.0883262
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,8, 0.0677893
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,8,0.0693480
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,8,0.0710740
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,8,0.0744320
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,8,0.0807736
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,8,0.0925110
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,8,0.1129791
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,16, 0.0970558
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,16,0.0987835
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,16,0.1006631
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,16,0.1044087
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,16,0.1115729
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,16,0.1253450
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,16,0.1500336
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,32, 0.1482607
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,32,0.1501382
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,32,0.1522204
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,32,0.1563559
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,32,0.1644907
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,32,0.1803167
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,32,0.2096325
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,0.1,0.0140427
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,0.1,0.0148310
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,0.1,0.0159461
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,0.1,0.0182265
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,0.1,0.0231784
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,0.1,0.0339566
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,0.1,0.0577519
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,1, 0.0173545
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,1,0.0180533
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,1,0.0188733
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,1,0.0207991
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,1,0.0251533
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,1,0.0351807
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,1,0.0580786
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,2, 0.0254424
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,2,0.0260624
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,2,0.0268127
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,2,0.0286214
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,2,0.0325649
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,2,0.0410567
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,2,0.0614911
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,4, 0.0399092
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,4,0.0404085
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,4,0.0410548
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,4,0.0425439
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,4,0.0463590
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,4,0.0543434
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,4,0.0723756
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,8, 0.0659020
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,8,0.0664932
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,8,0.0671790
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,8,0.0692221
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,8,0.0723554
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,8,0.0810491
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,8,0.0980191
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,16, 0.1149766
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,16,0.1154612
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,16,0.1158615
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,16,0.1177209
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,16,0.1217800
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,16,0.1296439
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,16,0.1486053
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,32, 0.2113655
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,32,0.2118021
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,32,0.2123912
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,32,0.2147434
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,32,0.2179835
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,32,0.2257097
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,32,0.2440224
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,0.1,0.0829541
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,0.1,0.0877726
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,0.1,0.0925925
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,0.1,0.1011486
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,0.1,0.1163312
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,0.1,0.1436418
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,0.1,0.1950892
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,1, 0.0924019
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,1,0.0972979
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,1,0.1021226
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,1,0.1107206
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,1,0.1259723
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,1,0.1532712
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,1,0.2047726
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,2, 0.1123375
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,2,0.1171606
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,2,0.1220172
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,2,0.1306550
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,2,0.1459596
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,2,0.1733129
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,2,0.2248698
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,4, 0.1531440
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,4,0.1580330
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,4,0.1627818
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,4,0.1713892
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,4,0.1866349
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,4,0.2141569
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,4,0.2654397
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,8, 0.2235156
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,8,0.2293053
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,8,0.2349111
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,8,0.2447023
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,8,0.2608065
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,8,0.2880956
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,8,0.3389922
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,16, 0.3256071
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,16,0.3339996
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,16,0.3413813
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,16,0.3537640
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,16,0.3732992
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,16,0.4043706
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,16,0.4567816
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,32, 0.4643759
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,32,0.4763238
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,32,0.4880508
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,32,0.5062106
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,32,0.5337605
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,32,0.5731081
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,32,0.6328548
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,0.1,0.0474763
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,0.1,0.0528050
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,0.1,0.0585583
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,0.1,0.0701738
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,0.1,0.0926570
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,0.1,0.1384125
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,0.1,0.2322740
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,1, 0.0476179
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,1,0.0528680
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,1,0.0585223
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,1,0.0700786
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,1,0.0926460
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,1,0.1386805
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,1,0.2324334
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,2, 0.0477529
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,2,0.0528853
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,2,0.0588095
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,2,0.0701042
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,2,0.0927422
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,2,0.1384477
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,2,0.2326075
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,4, 0.0497542
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,4,0.0549479
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,4,0.0602333
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,4,0.0715109
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,4,0.0938538
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,4,0.1390623
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,4,0.2329180
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,8, 0.0691978
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,8,0.0729015
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,8,0.0771034
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,8,0.0859576
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,8,0.1046687
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,8,0.1460574
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,8,0.2362817
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,16, 0.1118321
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,16,0.1138208
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,16,0.1177188
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,16,0.1248727
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,16,0.1405482
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,16,0.1756715
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,16,0.2552784
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,32, 0.1875412
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,32,0.1906416
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,32,0.1942408
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,32,0.2003106
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,32,0.2146411
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,32,0.2410581
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,32,0.3085331
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,0.1,0.1122645
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,0.1,0.1187055
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,0.1,0.1245369
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,0.1,0.1344175
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,0.1,0.1500195
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,0.1,0.1745495
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,0.1,0.2142780
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,1, 0.1232913
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,1,0.1295857
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,1,0.1355177
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,1,0.1454161
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,1,0.1610843
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,1,0.1856023
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,1,0.2254229
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,2, 0.1452774
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,2,0.1516882
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,2,0.1576545
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,2,0.1676349
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,2,0.1834529
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,2,0.2079994
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,2,0.2478699
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,4, 0.1911768
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,4,0.1975717
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,4,0.2036544
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,4,0.2135477
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,4,0.2293512
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,4,0.2541390
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,4,0.2941083
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,8, 0.2841903
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,8,0.2910525
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,8,0.2970976
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,8,0.3072258
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,8,0.3234697
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,8,0.3484893
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,8,0.3882207
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,16, 0.4453855
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,16,0.4554954
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,16,0.4646490
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,16,0.4790823
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,16,0.5020433
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,16,0.5317227
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,16,0.5761019
