nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_falling,rise_constraint,fall_constraint,output_load,input_slope,value
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0160000,0.3043513
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0160000,0.3233261
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0160000,0.3609337
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0160000,0.4402009
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0160000,0.5675295
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0160000,0.7830017
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0320000, 0.2816652
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0320000,0.2891421
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0320000,0.3120978
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0320000,0.3496307
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0320000,0.4249916
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0320000,0.5599322
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0320000,0.7719115
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0640000, 0.2547087
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0640000,0.2661134
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0640000,0.2850881
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0640000,0.3229998
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0640000,0.3941761
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0640000,0.5292503
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0640000,0.7486703
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.1280000, 0.2014689
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.1280000,0.2089993
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.1280000,0.2316230
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.1280000,0.2661633
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.1280000,0.3450706
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.1280000,0.4725243
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.1280000,0.6913149
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.2560000, 0.0943254
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.2560000,0.1017220
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.2560000,0.1247122
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.2560000,0.1623453
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.2560000,0.2341542
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.2560000,0.3731196
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.2560000,0.5960776
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.5120000, -0.0948277
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.5120000,-0.0873509
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.5120000,-0.0682988
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.5120000,-0.0278948
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.5120000,0.0394362
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.5120000,0.1747749
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.5120000,0.3831392
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,1.0240000, -0.3611222
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,1.0240000,-0.3497398
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,1.0240000,-0.3268580
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,1.0240000,-0.2853443
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,1.0240000,-0.2219197
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,1.0240000,-0.1005427
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,1.0240000,0.1069437
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0160000,0.3164139
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0160000,0.3276030
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0160000,0.3505440
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0160000,0.3959328
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0160000,0.4867635
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0160000,0.6801455
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0160000,1.0630042
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0320000, 0.3088375
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0320000,0.3161602
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0320000,0.3390613
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0320000,0.3883563
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0320000,0.4791871
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0320000,0.6686628
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0320000,1.0554277
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0640000, 0.2861316
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0640000,0.2936847
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0640000,0.3202940
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0640000,0.3656505
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0640000,0.4564790
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0640000,0.6498311
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0640000,1.0366281
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.1280000, 0.2527745
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.1280000,0.2637267
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.1280000,0.2869375
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.1280000,0.3318923
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.1280000,0.4226020
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.1280000,0.6160675
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.1280000,1.0030102
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.2560000, 0.2121655
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.2560000,0.2232827
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.2560000,0.2417631
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.2560000,0.2875878
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.2560000,0.3779755
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.2560000,0.5713575
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.2560000,0.9547469
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.5120000, 0.1734785
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.5120000,0.1849793
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.5120000,0.2077791
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.5120000,0.2531931
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.5120000,0.3408526
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.5120000,0.5193329
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.5120000,0.8979695
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,1.0240000, 0.0817461
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,1.0240000,0.0932469
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,1.0240000,0.1158762
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,1.0240000,0.1612650
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,1.0240000,0.2515907
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,1.0240000,0.4346192
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,1.0240000,0.8042309
