nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0237519
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0247860
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0258923
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0279473
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0317911
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0388288
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0520981
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1,  0.0269839
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0280144
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0291242
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0312093
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0349748
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0418912
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0549692
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2,  0.0301573
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0312741
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0324708
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0346926
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0387465
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0459844
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0592869
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4,  0.0324078
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0336583
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0349977
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0377818
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0424112
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0505995
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0651593
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8,  0.0316071
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0330447
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0345966
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0376050
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0431374
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0532321
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0707121
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16,  0.0248505
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0264526
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0282112
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0316496
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0381941
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0507738
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0717567
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,32,  0.0062975
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,32,0.0080821
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,32,0.0100631
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,32,0.0139769
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,32,0.0216126
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,32,0.0361925
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,32,0.0620007
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0148541
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0155285
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0164479
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0184033
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0225469
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0314673
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0506229
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1,  0.0180662
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0186609
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0194201
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0211052
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0246378
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0329364
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0512522
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2,  0.0251200
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0256111
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0261956
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0277158
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0309373
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0381411
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0547242
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4,  0.0378347
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0384424
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0391355
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0408936
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0437735
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0501340
