nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0158162
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0164456
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0174466
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0193202
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0227817
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0293222
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0420931
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.25, 0.0167164
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.25,0.0174104
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.25,0.0184975
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.25,0.0204066
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.25,0.0240378
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.25,0.0307069
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.25,0.0434747
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0161725
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0169507
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0181897
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0204502
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0245699
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0317415
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0450157
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0124638
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0133820
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,1,0.0148437
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,1,0.0175725
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,1,0.0226143
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,1,0.0309212
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,1,0.0455290
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,2, 0.0020465
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,2,0.0031057
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,2,0.0048096
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,2,0.0080208
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,2,0.0139614
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,2,0.0246069
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,2,0.0418779
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,4, -0.0216769
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,4,-0.0204561
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,4,-0.0185391
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,4,-0.0147145
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,4,-0.0072595
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,4,0.0056321
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,4,0.0274667
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, -0.0708849
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,-0.0695895
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,-0.0669343
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,-0.0628442
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,8,-0.0540036
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,8,-0.0393446
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,8,-0.0125887
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,0.1,0.0095758
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,0.1,0.0101065
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,0.1,0.0110332
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,0.1,0.0130422
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,0.1,0.0173506
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,0.1,0.0266888
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,0.1,0.0468299
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,0.25, 0.0124675
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,0.25,0.0130080
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,0.25,0.0138977
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,0.25,0.0157188
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,0.25,0.0196182
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,0.25,0.0282311
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,0.25,0.0474119
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,0.5, 0.0182286
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,0.5,0.0187653
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,0.5,0.0195665
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,0.5,0.0211591
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,0.5,0.0249001
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,0.5,0.0328212
