nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,related_pin A6,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,1.024,8,0.0731175
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.016,16, 0.0721580
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.032,16,0.0728543
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.064,16,0.0743519
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.128,16,0.0760048
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.256,16,0.0799407
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.512,16,0.0865368
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,1.024,16,0.1005843
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,0.1,0.0604310
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,0.1,0.0615959
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,0.1,0.0629772
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,0.1,0.0656325
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,0.1,0.0704035
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,0.1,0.0788086
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,0.1,0.0942160
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,0.5, 0.0612678
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,0.5,0.0624310
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,0.5,0.0638361
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,0.5,0.0664701
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,0.5,0.0711968
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,0.5,0.0795917
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,0.5,0.0949922
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,1, 0.0620436
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,1,0.0632522
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,1,0.0646745
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,1,0.0673052
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,1,0.0720572
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,1,0.0805067
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,1,0.0958940
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,2, 0.0616005
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,2,0.0627920
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,2,0.0642589
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,2,0.0669677
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,2,0.0719769
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,2,0.0806567
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,2,0.0962518
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,4, 0.0561737
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,4,0.0574474
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,4,0.0589927
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,4,0.0619390
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,4,0.0672640
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,4,0.0766913
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,4,0.0929495
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,8, 0.0374010
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,8,0.0387120
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,8,0.0403755
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,8,0.0435677
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,8,0.0495948
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,8,0.0600024
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,8,0.0780600
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.016,16, -0.0123999
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.032,16,-0.0109087
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.064,16,-0.0090700
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.128,16,-0.0054922
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.256,16,0.0011955
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,0.512,16,0.0132556
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,1,0,1.024,16,0.0342973
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,0.1,0.0180638
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,0.1,0.0188852
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,0.1,0.0199324
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,0.1,0.0221098
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,0.1,0.0266180
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,0.1,0.0364290
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,0.1,0.0589899
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,0.5, 0.0182445
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,0.5,0.0190159
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,0.5,0.0200412
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,0.5,0.0221338
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,0.5,0.0266380
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,0.5,0.0365519
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,0.5,0.0590462
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,1, 0.0193204
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,1,0.0201034
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,1,0.0210233
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,1,0.0231945
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,1,0.0276705
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,1,0.0372780
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,1,0.0593764
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,2, 0.0226826
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,2,0.0233091
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,2,0.0241912
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,2,0.0263082
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,2,0.0306807
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,2,0.0398175
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,2,0.0611359
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,4, 0.0290857
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,4,0.0298172
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,4,0.0311078
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,4,0.0331656
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,4,0.0373646
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,4,0.0461373
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,4,0.0658462
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,8, 0.0417380
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,8,0.0427477
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,8,0.0436664
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,8,0.0458036
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,8,0.0499555
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,8,0.0586423
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,8,0.0764126
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.016,16, 0.0641738
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.032,16,0.0647148
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.064,16,0.0654016
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.128,16,0.0673226
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.256,16,0.0725628
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,0.512,16,0.0810385
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,0,0,1,1.024,16,0.0989488
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0587713
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0597382
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0608722
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0630837
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0669263
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0740586
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0873143
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0630774
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0640400
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0651857
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0673777
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0712370
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0783353
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0915826
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,1, 0.0729990
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,1,0.0739751
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,1,0.0751154
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,1,0.0772865
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,1,0.0811778
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,1,0.0882478
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,1,0.1013822
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,2, 0.0893666
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,2,0.0904146
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,2,0.0916792
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,2,0.0939731
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,2,0.0979924
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,2,0.1053987
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,2,0.1187843
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,4, 0.1153032
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,4,0.1164433
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,4,0.1178162
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,4,0.1204170
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,4,0.1250853
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,4,0.1334405
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,4,0.1475267
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,8, 0.1579042
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,8,0.1591998
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,8,0.1607761
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,8,0.1637787
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,8,0.1692323
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,8,0.1790265
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,8,0.1949851
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.016,16, 0.2328890
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.032,16,0.2343696
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.064,16,0.2361817
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.128,16,0.2397086
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.256,16,0.2461731
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,0.512,16,0.2575264
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,1,0,0,0,1.024,16,0.2771736
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0191682
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0197747
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0205392
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0222492
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0259596
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0340548
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0524469
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.016,0.5, 0.0191058
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.032,0.5,0.0197550
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.064,0.5,0.0205822
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.128,0.5,0.0222557
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.256,0.5,0.0259614
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.512,0.5,0.0340604
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,1.024,0.5,0.0523743
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.016,1, 0.0206721
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.032,1,0.0212446
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.064,1,0.0220591
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.128,1,0.0236155
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.256,1,0.0271814
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.512,1,0.0350106
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,1.024,1,0.0529758
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.016,2, 0.0258846
0.850000,125.000000,1.01,0,1,0,0,0,0,1,1,0,1,0,0,0.032,2,0.0263937
