nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0055271
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0069295
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0081666
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0103580
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0141227
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0203606
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0241584
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, 0.0068609
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,0.0085592
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,0.0101479
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,0.0129296
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,8,0.0176515
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,8,0.0254393
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,8,0.0297372
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,16, 0.0088984
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,16,0.0109257
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,16,0.0128265
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,16,0.0161672
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,16,0.0221477
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,16,0.0319985
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,16,0.0374781
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,32, 0.0126053
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,32,0.0147618
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,32,0.0167935
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,32,0.0209106
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,32,0.0278667
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,32,0.0400198
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,32,0.0467686
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,64, 0.0198161
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,64,0.0218527
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,64,0.0242117
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,64,0.0282506
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,64,0.0364666
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,64,0.0512930
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,64,0.0595892
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,128, 0.0340899
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,128,0.0364807
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,128,0.0385483
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,128,0.0430286
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,128,0.0518259
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,128,0.0680925
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,128,0.0781133
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,168, 0.0617131
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,168,0.0646484
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,168,0.0669347
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,168,0.0702248
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,168,0.0803775
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,168,0.0965528
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,168,0.1092468
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,0.1,0.0094055
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,0.1,0.0104102
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,0.1,0.0112362
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,0.1,0.0129578
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,0.1,0.0162527
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,0.1,0.0246745
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,0.1,0.0304209
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,8, 0.0168803
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,8,0.0178463
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,8,0.0188234
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,8,0.0208538
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,8,0.0245154
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,8,0.0308445
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,8,0.0355521
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,16, 0.0316292
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,16,0.0326622
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,16,0.0336841
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,16,0.0357800
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,16,0.0396649
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,16,0.0472032
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,16,0.0511965
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,32, 0.0613736
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,32,0.0623995
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,32,0.0630590
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,32,0.0652840
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,32,0.0694621
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,32,0.0773017
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,32,0.0818242
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,64, 0.1221415
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,64,0.1221415
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,64,0.1236279
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,64,0.1246326
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,64,0.1282042
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,64,0.1372438
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,64,0.1424465
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,128, 0.2425442
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,128,0.2431798
