nom_voltage,nom_temperature,nom_process,related_pin A0,related_pin A1,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0401862
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0412583
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0425096
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0448329
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0490235
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0564996
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0702708
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0447090
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0457658
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0470084
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0493083
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0534650
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0609421
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0746334
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0513994
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0524448
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0537089
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0560246
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0601910
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0676194
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0812639
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0605265
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0616376
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0629491
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0654304
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0697156
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0773395
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0911241
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0723908
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0735800
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0750075
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0776639
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0825549
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0908037
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.1054774
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0887401
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0900520
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0916318
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0946259
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.1001164
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.1099274
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1263996
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.1120132
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.1134804
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,0.1153208
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,0.1193107
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,0.1256947
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,0.1371239
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,0.1573730
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0150234
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0156910
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0167188
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0187546
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0229925
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0319817
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0512539
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0153372
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0161155
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0170460
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0190502
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.5,0.0232615
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.5,0.0322147
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.5,0.0512706
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,1, 0.0170973
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,1,0.0177868
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,1,0.0186807
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,1,0.0205751
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,1,0.0245319
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,1,0.0332008
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,1,0.0518740
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,2, 0.0213554
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,2,0.0220072
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,2,0.0228930
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,2,0.0247400
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,2,0.0284844
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,2,0.0364273
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,2,0.0543041
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,4, 0.0298287
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,4,0.0303977
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,4,0.0313050
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,4,0.0330711
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,4,0.0368368
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,4,0.0445350
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,4,0.0611653
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,8, 0.0470717
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,8,0.0476952
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,8,0.0485047
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,8,0.0501706
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,8,0.0536095
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,8,0.0616363
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,8,0.0779093
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,16, 0.0784775
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,16,0.0789915
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,16,0.0813785
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,16,0.0833854
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,16,0.0873149
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,16,0.0947335
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,16,0.1123065
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.1,0.0402119
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.1,0.0414137
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.1,0.0428713
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.1,0.0454956
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.1,0.0501698
