nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0269600
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0279864
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0292358
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0315171
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0356837
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0431707
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0568659
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0308595
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0319143
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0332336
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0354240
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0395059
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0468527
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0603997
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0354571
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0365553
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0378702
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0403180
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0446853
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0524913
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0664126
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0409978
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0422228
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0437017
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0464856
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0515111
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0604192
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0754398
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0465083
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0478787
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0495471
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0527385
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0586453
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0690242
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0870473
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0524571
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0539701
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0558356
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0599914
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0667348
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0792117
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1016624
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.0599362
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.0615713
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,0.0635991
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,0.0676096
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,0.0754224
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,0.0912544
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,0.1172688
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0152730
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0160526
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0170136
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0190374
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0233385
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0322889
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0514343
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0179651
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0185751
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0194262
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0211540
