nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.1323513
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.1332944
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.1343364
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.1363605
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.1401022
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.1469913
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.1599632
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.1346153
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.1355158
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.1366219
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.1386065
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.1423263
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.1492447
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.1622351
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.1367072
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.1376030
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.1387009
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.1407162
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.1444525
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.1513488
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.1643099
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.1376507
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.1385314
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.1395933
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.1416010
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.1453480
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.1522363
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.1652704
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.1345759
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.1355012
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.1365701
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.1385859
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.1423297
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.1491917
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.1622466
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.1217738
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.1226800
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.1237526
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.1257659
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.1294996
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.1363849
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1494013
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.0867084
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0876103
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0886816
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0906948
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0944216
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.1013269
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.1143209
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0157458
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0163791
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0172547
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0190362
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0229629
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0315512
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0504780
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.5, 0.0157394
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.5,0.0163961
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.5,0.0172146
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.5,0.0190513
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.5,0.0229430
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.5,0.0315915
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.5,0.0503487
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1, 0.0157258
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0163923
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0172574
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0190428
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0229713
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0315572
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0504834
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2, 0.0157398
