nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0430179
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0439338
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0453819
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0480732
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0529829
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0615583
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0767807
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0437480
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.25,0.0446440
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.25,0.0460794
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.25,0.0487630
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.25,0.0536083
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.25,0.0621726
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.25,0.0773722
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0440231
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0449382
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0463952
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0491505
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0540918
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0628130
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0780697
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,1, 0.0420639
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,1,0.0430353
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,1,0.0447488
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,1,0.0476421
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,1,0.0527506
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,1,0.0616857
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,1,0.0774870
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,2, 0.0329026
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,2,0.0339375
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,2,0.0356055
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,2,0.0390788
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,2,0.0447065
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,2,0.0546318
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,2,0.0718088
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,4, 0.0068941
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,4,0.0079825
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,4,0.0099313
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,4,0.0134217
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,4,0.0203824
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,4,0.0316642
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,4,0.0513481
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,8, -0.0556714
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,8,-0.0545018
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,8,-0.0525701
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,8,-0.0487819
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,8,-0.0415534
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,8,-0.0274918
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,8,-0.0042917
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0229999
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0235984
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0246453
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0269308
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0313771
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0403904
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0589635
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.25, 0.0235803
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.25,0.0242268
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.25,0.0252906
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.25,0.0273392
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.25,0.0317568
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.25,0.0408332
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.25,0.0591730
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.5, 0.0268949
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.5,0.0274484
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.5,0.0284024
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.5,0.0304378
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.5,0.0345373
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.5,0.0431636
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.5,0.0610326
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,1, 0.0343402
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,1,0.0349294
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,1,0.0359338
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,1,0.0379754
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,1,0.0417632
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,1,0.0499511
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,1,0.0672453
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,2, 0.0495729
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,2,0.0501612
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,2,0.0511506
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,2,0.0531844
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,2,0.0570357
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,2,0.0649057
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,2,0.0814796
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,4, 0.0771711
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,4,0.0775107
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,4,0.0788376
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,4,0.0813728
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,4,0.0854769
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,4,0.0933273
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,4,0.1098424
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,8, 0.1288244
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,8,0.1292647
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,8,0.1300201
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,8,0.1333555
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,8,0.1373900
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,8,0.1456882
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,8,0.1633311
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.1,0.0442521
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.1,0.0453058
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.1,0.0469866
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.1,0.0501235
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.1,0.0557980
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.1,0.0655669
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.1,0.0826976
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.25, 0.0496085
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.25,0.0506375
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.25,0.0522858
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.25,0.0553619
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.25,0.0609095
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.25,0.0706962
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.25,0.0876917
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.5, 0.0606641
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.5,0.0616869
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.5,0.0634437
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.5,0.0664188
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.5,0.0718187
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.5,0.0812976
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.5,0.0980231
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,1, 0.0785201
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,1,0.0795678
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,1,0.0812986
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,1,0.0844817
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,1,0.0903102
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,1,0.1004532
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,1,0.1176498
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,2, 0.1076393
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,2,0.1087344
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,2,0.1105401
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,2,0.1140340
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,2,0.1205346
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,2,0.1319177
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,2,0.1510177
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,4, 0.1580077
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,4,0.1591619
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,4,0.1610729
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,4,0.1647838
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,4,0.1718194
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,4,0.1853255
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,4,0.2075842
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,8, 0.2477851
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,8,0.2489985
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,8,0.2510174
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,8,0.2550423
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,8,0.2630935
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,8,0.2772618
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,8,0.3033157
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,0.1,0.0243937
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,0.1,0.0249577
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,0.1,0.0260012
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,0.1,0.0281858
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,0.1,0.0330620
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,0.1,0.0429883
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,0.1,0.0643737
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,0.25, 0.0243688
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,0.25,0.0249705
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,0.25,0.0260276
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,0.25,0.0283122
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,0.25,0.0330796
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,0.25,0.0430395
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,0.25,0.0644784
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,0.5, 0.0273031
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,0.5,0.0279208
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,0.5,0.0289276
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,0.5,0.0308663
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,0.5,0.0352861
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,0.5,0.0445400
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,0.5,0.0654430
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,1, 0.0378976
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,1,0.0381604
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,1,0.0393842
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,1,0.0409574
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,1,0.0448263
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,1,0.0531675
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,1,0.0719525
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,2, 0.0571159
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,2,0.0574225
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,2,0.0580172
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,2,0.0601533
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,2,0.0629721
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,2,0.0718134
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,2,0.0885281
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,4, 0.0933855
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,4,0.0937621
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,4,0.0945485
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,4,0.0948985
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,4,0.0986745
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,4,0.1047924
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,4,0.1234484
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,8, 0.1572722
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,8,0.1575003
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,8,0.1580620
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,8,0.1594308
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,8,0.1631796
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,8,0.1710675
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,8,0.1868785
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0391924
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0400529
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0414616
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0441151
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0488948
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0573612
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0723452
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0399880
