nom_voltage,nom_temperature,nom_process,related_pin A,related_pin EN,timing_type combinational,timing_type three_state_enable,timing_type three_state_disable,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,6.92117,0.0376885
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,6.92117,0.0377597
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,6.92117,0.0378780
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,6.92117,0.0381130
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,6.92117,0.0385772
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,6.92117,0.0394834
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,6.92117,0.0412885
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,7.07117, 0.0420594
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,7.07117,0.0421315
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,7.07117,0.0422513
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,7.07117,0.0424902
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,7.07117,0.0429638
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,7.07117,0.0438890
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,7.07117,0.0456747
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,7.32117, 0.0452367
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,7.32117,0.0453148
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,7.32117,0.0454448
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,7.32117,0.0457040
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,7.32117,0.0462198
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,7.32117,0.0472388
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,7.32117,0.0492277
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,7.82117, 0.0455961
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,7.82117,0.0456808
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,7.82117,0.0458219
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,7.82117,0.0461038
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,7.82117,0.0466661
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,7.82117,0.0477847
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,7.82117,0.0499869
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,8.82117, 0.0390667
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,8.82117,0.0391601
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,8.82117,0.0393156
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,8.82117,0.0396264
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,8.82117,0.0402467
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,8.82117,0.0414838
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,8.82117,0.0439362
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,10.8212, 0.0208156
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,10.8212,0.0209194
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,10.8212,0.0210922
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,10.8212,0.0214368
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,10.8212,0.0221229
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,10.8212,0.0234859
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,10.8212,0.0261859
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,14.8212, -0.0216387
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,14.8212,-0.0215333
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,14.8212,-0.0213576
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,14.8212,-0.0210064
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,14.8212,-0.0203041
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,14.8212,-0.0189005
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,14.8212,-0.0160946
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,6.92117,0.0081109
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,6.92117,0.0081215
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,6.92117,0.0081394
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,6.92117,0.0081758
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,6.92117,0.0082512
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,6.92117,0.0084095
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,6.92117,0.0087081
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,7.07117, 0.0111344
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,7.07117,0.0111411
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,7.07117,0.0111526
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,7.07117,0.0111764
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,7.07117,0.0112271
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,7.07117,0.0113334
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,7.07117,0.0115605
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,7.32117, 0.0169146
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,7.32117,0.0169223
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,7.32117,0.0169353
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,7.32117,0.0169621
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,7.32117,0.0170189
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,7.32117,0.0171439
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,7.32117,0.0173757
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,7.82117, 0.0282498
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,7.82117,0.0282579
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,7.82117,0.0282715
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,7.82117,0.0282988
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,7.82117,0.0283542
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,7.82117,0.0284685
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,7.82117,0.0287243
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,8.82117, 0.0504967
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,8.82117,0.0505054
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,8.82117,0.0505199
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,8.82117,0.0505488
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,8.82117,0.0506061
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,8.82117,0.0507055
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,8.82117,0.0509520
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,10.8212, 0.0938131
