nom_voltage,nom_temperature,nom_process,related_pin SAVE,related_pin CLK,timing_type removal_falling,fall_constraint,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0160000,-0.7226975
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0160000,-0.7301623
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0160000,-0.7373255
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0160000,-0.7513184
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0160000,-0.7689985
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0160000,-0.7875210
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0160000,-0.8011286
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0320000, -0.7270292
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0320000,-0.7305874
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0320000,-0.7416573
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0320000,-0.7517434
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0320000,-0.7733302
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0320000,-0.7918529
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0320000,-0.8015535
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0640000, -0.7316162
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0640000,-0.7390806
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0640000,-0.7462447
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0640000,-0.7602363
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0640000,-0.7779178
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0640000,-0.7966759
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0640000,-0.8100466
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.1280000, -0.7445125
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.1280000,-0.7519771
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.1280000,-0.7591406
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.1280000,-0.7732245
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.1280000,-0.7908136
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.1280000,-0.8093216
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.1280000,-0.8229434
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.2560000, -0.7702450
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.2560000,-0.7738319
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.2560000,-0.7855605
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.2560000,-0.7951593
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.2560000,-0.8172505
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.2560000,-0.8351121
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.2560000,-0.8446830
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.5120000, -0.8189982
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.5120000,-0.8227100
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.5120000,-0.8330862
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.5120000,-0.8471793
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.5120000,-0.8646592
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.5120000,-0.8828125
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.5120000,-0.8977177
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,1.0240000, -0.9198201
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,1.0240000,-0.9272552
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,1.0240000,-0.9344707
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,1.0240000,-0.9484499
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,1.0240000,-0.9654185
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,1.0240000,-0.9866894
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,1.0240000,-1.0049112
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.0160000,0.0897436
