nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,2, 0.0562974
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,2,0.0576811
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,2,0.0591448
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,2,0.0620107
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,2,0.0673881
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,2,0.0770562
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,2,0.0942223
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,4, 0.0700557
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,4,0.0714192
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,4,0.0728260
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,4,0.0755576
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,4,0.0807196
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,4,0.0901435
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,4,0.1067973
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,8, 0.0923899
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,8,0.0938244
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,8,0.0953301
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,8,0.0982263
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,8,0.1036886
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,8,0.1137123
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,8,0.1312207
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,16, 0.1250994
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,16,0.1265802
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,16,0.1281402
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,16,0.1312534
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,16,0.1371879
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,16,0.1480499
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,16,0.1675897
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,32, 0.1757666
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,32,0.1776351
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,32,0.1792952
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,32,0.1826197
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,32,0.1892533
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,32,0.2013062
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,32,0.2241969
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,64, 0.2556968
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,64,0.2574352
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,64,0.2592564
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,64,0.2629805
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,64,0.2700357
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,64,0.2837769
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,64,0.3098528
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.1,0.0321960
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.1,0.0329548
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.1,0.0335721
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.1,0.0351443
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.1,0.0391013
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.1,0.0479765
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.1,0.0674406
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,2, 0.0322471
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,2,0.0329266
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,2,0.0335282
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,2,0.0352935
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,2,0.0392610
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,2,0.0481285
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,2,0.0675334
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,4, 0.0351482
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,4,0.0356326
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,4,0.0361915
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,4,0.0377529
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,4,0.0416691
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,4,0.0499053
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,4,0.0687163
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,8, 0.0492585
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,8,0.0495339
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,8,0.0504719
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,8,0.0517303
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,8,0.0546905
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,8,0.0614855
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,8,0.0777423
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,16, 0.0742241
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,16,0.0746886
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,16,0.0756398
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,16,0.0765037
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,16,0.0795127
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,16,0.0857990
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,16,0.1014802
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,32, 0.1182179
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,32,0.1186022
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,32,0.1190547
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,32,0.1202154
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,32,0.1232837
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,32,0.1314477
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,32,0.1464086
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,64, 0.1978611
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,64,0.1978611
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,64,0.1979398
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,64,0.1993452
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,64,0.2023007
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,64,0.2101966
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,64,0.2261067
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.1,0.2762576
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.1,0.2874020
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.1,0.2974457
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.1,0.3139224
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.1,0.3404946
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.1,0.3819608
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.1,0.4503183
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,2, 0.2843134
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,2,0.2952475
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,2,0.3050787
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,2,0.3216527
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,2,0.3481379
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,2,0.3900487
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,2,0.4576540
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,4, 0.2995815
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,4,0.3104731
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,4,0.3203535
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,4,0.3369418
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,4,0.3634237
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,4,0.4048763
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,4,0.4726370
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,8, 0.3310539
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,8,0.3421281
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,8,0.3518671
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,8,0.3682618
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,8,0.3947092
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,8,0.4363139
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,8,0.5047427
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,16, 0.3964845
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,16,0.4075556
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,16,0.4176028
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,16,0.4337168
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,16,0.4601062
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,16,0.5020112
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,16,0.5704877
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,32, 0.5307051
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,32,0.5422252
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,32,0.5523699
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,32,0.5690619
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,32,0.5960147
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,32,0.6376362
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,32,0.7057784
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,64, 0.7385322
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,64,0.7543490
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,64,0.7679269
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,64,0.7894035
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,64,0.8216422
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,64,0.8683822
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,64,0.9417392
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.1,0.1358925
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.1,0.1436041
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.1,0.1510790
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.1,0.1651878
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.1,0.1909218
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.1,0.2391654
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.1,0.3314391
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,2, 0.1352649
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,2,0.1434358
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,2,0.1514584
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,2,0.1650653
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,2,0.1908894
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,2,0.2382481
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,2,0.3311270
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,4, 0.1355954
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,4,0.1435173
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,4,0.1509798
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,4,0.1648938
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,4,0.1909404
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,4,0.2387200
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,4,0.3320959
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,8, 0.1366321
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,8,0.1440538
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,8,0.1510387
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,8,0.1646086
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,8,0.1905827
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,8,0.2389967
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,8,0.3323669
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,16, 0.1363313
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,16,0.1441071
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,16,0.1514076
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,16,0.1652077
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,16,0.1915767
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,16,0.2391123
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,16,0.3327255
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,32, 0.1512029
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,32,0.1571036
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,32,0.1633839
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,32,0.1753979
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,32,0.1985269
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,32,0.2439550
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,32,0.3354663
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,64, 0.2245299
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,64,0.2282372
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,64,0.2328572
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,64,0.2405866
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,64,0.2584880
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,64,0.2960850
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,64,0.3729657
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.1,0.2796632
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.1,0.2931889
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.1,0.3051787
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.1,0.3248688
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.1,0.3551723
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.1,0.3995130
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.1,0.4633557
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,2, 0.2915327
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,2,0.3049435
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,2,0.3168668
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,2,0.3365578
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,2,0.3668510
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,2,0.4111468
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,2,0.4748894
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,4, 0.3152510
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,4,0.3287333
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,4,0.3406418
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,4,0.3600193
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,4,0.3903417
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,4,0.4347603
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,4,0.4982535
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,8, 0.3624977
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,8,0.3759690
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,8,0.3878992
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,8,0.4076268
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,8,0.4379981
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,8,0.4825194
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,8,0.5461332
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,16, 0.4584174
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,16,0.4719951
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,16,0.4840309
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,16,0.5036280
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,16,0.5339728
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,16,0.5787013
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,16,0.6425504
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,32, 0.6547821
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,32,0.6681891
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,32,0.6803428
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,32,0.7000394
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,32,0.7304596
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,32,0.7748805
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,32,0.8388794
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,64, 1.0403101
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,64,1.0566265
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,64,1.0705778
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,64,1.0929316
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,64,1.1257124
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,64,1.1722562
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,64,1.2374527
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.1,0.1539910
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,0.1,0.1626924
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,0.1,0.1696447
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,0.1,0.1817907
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,0.1,0.2020806
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,0.1,0.2335000
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,0.1,0.2859273
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,2, 0.1544787
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,2,0.1615916
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,2,0.1704015
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,2,0.1822327
