nom_voltage,nom_temperature,nom_process,related_pin A2,related_pin S0,timing_sense positive_unate,timing_sense non_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,1,0.0541600
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,1,0.0698404
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,2, 0.0614184
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,2,0.0617841
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,2,0.0624674
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,2,0.0640213
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,2,0.0680258
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,2,0.0753303
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,2,0.0901054
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,4, 0.1020154
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,4,0.1026339
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,4,0.1035795
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,4,0.1051017
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,4,0.1088347
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,4,0.1164083
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,4,0.1319650
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,8, 0.1843853
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,8,0.1847750
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,8,0.1854642
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,8,0.1869281
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,8,0.1901207
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,8,0.1983071
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,8,0.2145678
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,0.1,0.0354610
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,0.1,0.0364853
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,0.1,0.0381317
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,0.1,0.0411983
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,0.1,0.0467053
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,0.1,0.0563758
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,0.1,0.0734568
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,0.25, 0.0403561
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,0.25,0.0413365
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,0.25,0.0429091
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,0.25,0.0458836
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,0.25,0.0512838
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,0.25,0.0608192
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,0.25,0.0777814
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,0.5, 0.0488369
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,0.5,0.0498435
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,0.5,0.0514732
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,0.5,0.0546324
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,0.5,0.0602366
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,0.5,0.0699754
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,0.5,0.0868292
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,1, 0.0609932
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,1,0.0620600
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,1,0.0637940
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,1,0.0672756
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,1,0.0734885
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,1,0.0842021
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,1,0.1025456
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,2, 0.0786942
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,2,0.0798184
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,2,0.0816686
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,2,0.0857701
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,2,0.0926265
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,2,0.1049825
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,2,0.1260362
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,4, 0.1056067
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,4,0.1067768
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,4,0.1087264
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,4,0.1125989
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,4,0.1200965
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,4,0.1346210
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,4,0.1594124
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,8, 0.1467299
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,8,0.1480056
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,8,0.1501202
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,8,0.1543127
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,8,0.1627413
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,8,0.1785715
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,8,0.2083320
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,0.1,0.0213732
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,0.1,0.0220747
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,0.1,0.0232457
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,0.1,0.0256128
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,0.1,0.0307202
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,0.1,0.0412182
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,0.1,0.0633376
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,0.25, 0.0225582
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,0.25,0.0231963
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,0.25,0.0242916
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,0.25,0.0265998
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,0.25,0.0315263
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,0.25,0.0419159
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,0.25,0.0637030
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,0.5, 0.0297165
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,0.5,0.0302377
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,0.5,0.0311489
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,0.5,0.0328849
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,0.5,0.0371103
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,0.5,0.0462359
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,0.5,0.0665769
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,1, 0.0434481
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,1,0.0441279
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,1,0.0446463
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,1,0.0464763
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,1,0.0507331
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,1,0.0590951
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,1,0.0769054
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,2, 0.0687762
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,2,0.0692299
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,2,0.0700937
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,2,0.0723031
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,2,0.0760517
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,2,0.0840934
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,2,0.1003328
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,4, 0.1161231
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,4,0.1167345
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,4,0.1173083
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,4,0.1189881
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,4,0.1225745
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,4,0.1303578
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,4,0.1469047
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,8, 0.2056216
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,8,0.2058305
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,8,0.2062798
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,8,0.2073524
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,8,0.2099628
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,8,0.2175800
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,8,0.2345158
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,0.1,0.0368511
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,0.1,0.0377503
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,0.1,0.0391592
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,0.1,0.0417898
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,0.1,0.0465412
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,0.1,0.0549865
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,0.1,0.0698747
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,0.25, 0.0385411
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,0.25,0.0394091
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,0.25,0.0407899
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,0.25,0.0433885
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,0.25,0.0480809
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,0.25,0.0564597
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,0.25,0.0712357
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,0.5, 0.0403563
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,0.5,0.0412380
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,0.5,0.0426535
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,0.5,0.0452989
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,0.5,0.0501025
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,0.5,0.0585671
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,0.5,0.0734707
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,1, 0.0407696
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,1,0.0416830
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,1,0.0432350
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,1,0.0459573
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,1,0.0509575
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,1,0.0597876
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,1,0.0751548
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,2, 0.0355868
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,2,0.0365405
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,2,0.0380908
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,2,0.0410608
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,2,0.0465950
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,2,0.0563461
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,2,0.0728127
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,4, 0.0159428
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,4,0.0169813
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,4,0.0186814
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,4,0.0219724
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,4,0.0281735
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,4,0.0391933
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,4,0.0583870
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,8, -0.0351813
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,8,-0.0342324
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,8,-0.0317439
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,8,-0.0280832
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,8,-0.0211053
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,8,-0.0082942
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,8,0.0142686
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,0.1,0.0229484
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,0.1,0.0235465
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,0.1,0.0245223
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,0.1,0.0267110
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,0.1,0.0310719
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,0.1,0.0398260
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,0.1,0.0581129
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,0.25, 0.0237474
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,0.25,0.0243329
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,0.25,0.0253511
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,0.25,0.0274932
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,0.25,0.0317761
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,0.25,0.0403581
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,0.25,0.0583567
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,0.5, 0.0273390
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,0.5,0.0279873
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,0.5,0.0289162
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,0.5,0.0307765
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,0.5,0.0349032
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,0.5,0.0430827
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,0.5,0.0604920
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,1, 0.0351917
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,1,0.0357107
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,1,0.0366348
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,1,0.0383129
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,1,0.0422570
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,1,0.0499026
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,1,0.0665317
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,2, 0.0507992
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,2,0.0512853
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,2,0.0520856
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,2,0.0536725
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,2,0.0571305
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,2,0.0647128
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,2,0.0805692
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,4, 0.0797389
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,4,0.0801284
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,4,0.0808076
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,4,0.0822286
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,4,0.0853586
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,4,0.0929566
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,4,0.1090816
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,8, 0.1323890
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,8,0.1325278
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,8,0.1350670
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,8,0.1368121
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,8,0.1404442
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,8,0.1479375
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,8,0.1632536
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,0.1,0.0381139
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,0.1,0.0390917
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,0.1,0.0406700
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,0.1,0.0435954
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,0.1,0.0489213
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,0.1,0.0583549
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,0.1,0.0751696
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,0.25, 0.0437049
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,0.25,0.0446659
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,0.25,0.0462003
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,0.25,0.0490756
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,0.25,0.0543091
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,0.25,0.0636316
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,0.25,0.0803166
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,0.5, 0.0537954
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,0.5,0.0547642
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,0.5,0.0563266
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,0.5,0.0592242
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,0.5,0.0645311
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,0.5,0.0738192
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,0.5,0.0902920
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,1, 0.0699171
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,1,0.0709136
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,1,0.0725257
