nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,0.1,0.0722701
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,0.1,0.0735991
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,0.1,0.0752171
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,0.1,0.0782713
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,0.1,0.0837783
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,0.1,0.0933565
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,0.1,0.1099094
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,0.5, 0.0765938
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,0.5,0.0779514
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,0.5,0.0795719
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,0.5,0.0826027
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,0.5,0.0881130
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,0.5,0.0976944
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,0.5,0.1141959
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,1, 0.0837328
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,1,0.0850616
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,1,0.0866681
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,1,0.0897101
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,1,0.0952032
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,1,0.1047680
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,1,0.1212692
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,2, 0.0956541
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,2,0.0969838
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,2,0.0985842
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,2,0.1016149
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,2,0.1070668
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,2,0.1165577
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,2,0.1329594
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,4, 0.1153962
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,4,0.1167500
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,4,0.1183807
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,4,0.1214217
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,4,0.1269878
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,4,0.1367093
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,4,0.1532624
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,8, 0.1468618
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,8,0.1482908
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,8,0.1500171
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,8,0.1533039
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,8,0.1593887
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,8,0.1699337
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,8,0.1878686
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.016,16, 0.1980354
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.032,16,0.1996279
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.064,16,0.2015903
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.128,16,0.2052168
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.256,16,0.2119626
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,0.512,16,0.2240786
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0,1.024,16,0.2449174
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.016,0.1,0.0360584
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.032,0.1,0.0367008
