nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type falling_edge,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,2,0.0430330
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,2,0.0438942
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,2,0.0459009
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,2,0.0509157
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,2,0.0612845
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,2,0.0827349
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,4, 0.0431259
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,4,0.0437623
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,4,0.0446953
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,4,0.0468405
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,4,0.0516712
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,4,0.0618471
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,4,0.0832577
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,8, 0.0477649
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,8,0.0483823
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,8,0.0493947
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,8,0.0513739
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,8,0.0558991
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,8,0.0655516
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,8,0.0861851
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,16, 0.0598719
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,16,0.0603305
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,16,0.0609543
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,16,0.0625793
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,16,0.0667603
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,16,0.0757788
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,16,0.0949969
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.1,0.3405916
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.1,0.3489606
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.1,0.3583326
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.1,0.3739110
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.1,0.3993783
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.1,0.4403360
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.1,0.5088918
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.5, 0.3517223
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.5,0.3602581
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.5,0.3693200
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.5,0.3851785
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.5,0.4104272
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.5,0.4516309
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.5,0.5200813
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,1, 0.3742648
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,1,0.3827588
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,1,0.3920061
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,1,0.4075527
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,1,0.4330676
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,1,0.4740169
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,1,0.5425534
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,2, 0.4208134
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,2,0.4293082
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,2,0.4384719
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,2,0.4539173
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,2,0.4797152
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,2,0.5207394
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,2,0.5891181
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,4, 0.5166445
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,4,0.5251093
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,4,0.5342165
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,4,0.5499519
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,4,0.5755424
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,4,0.6166812
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,4,0.6850097
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,8, 0.7040206
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,8,0.7125370
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,8,0.7216260
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,8,0.7371892
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,8,0.7628224
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,8,0.8039023
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,8,0.8723020
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,16, 1.0356824
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,16,1.0441554
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,16,1.0535728
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,16,1.0695022
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,16,1.0950419
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,16,1.1361578
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,16,1.2047020
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.1,0.0961368
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.1,0.1031490
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.1,0.1111228
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.1,0.1259897
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.1,0.1542111
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.1,0.2064303
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.1,0.3025218
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.5, 0.0962170
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.5,0.1029708
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.5,0.1111658
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.5,0.1259758
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.5,0.1541134
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.5,0.2061494
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.5,0.3025047
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,1, 0.0961195
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,1,0.1031390
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,1,0.1111671
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,1,0.1259440
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,1,0.1542555
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,1,0.2064405
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,1,0.3025390
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,2, 0.0961548
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,2,0.1033591
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,2,0.1107441
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,2,0.1260450
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,2,0.1543941
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,2,0.2058718
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,2,0.3025791
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,4, 0.0965369
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,4,0.1028372
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,4,0.1111098
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,4,0.1261850
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,4,0.1540631
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,4,0.2060243
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,4,0.3023446
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,8, 0.0964776
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,8,0.1027230
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,8,0.1110852
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,8,0.1264521
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,8,0.1544912
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,8,0.2060891
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,8,0.3025497
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,16, 0.0995754
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,16,0.1060943
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,16,0.1140238
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,16,0.1292037
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,16,0.1559930
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,16,0.2077433
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,16,0.3033599
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.1,0.6516288
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.1,0.6709819
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.1,0.6916423
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.1,0.7251726
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.1,0.7759092
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.1,0.8484019
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.1,0.9456812
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.5, 0.6626736
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.5,0.6820276
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.5,0.7026873
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.5,0.7362166
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.5,0.7869530
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.5,0.8594466
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.5,0.9567259
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,1, 0.6856342
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,1,0.7050474
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,1,0.7255100
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,1,0.7589535
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,1,0.8097531
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,1,0.8822781
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,1,0.9795380
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,2, 0.7331581
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,2,0.7525655
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,2,0.7729278
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,2,0.8066772
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,2,0.8575357
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,2,0.9299685
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,2,1.0271723
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,4, 0.8309805
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,4,0.8502075
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,4,0.8707638
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,4,0.9044752
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,4,0.9552508
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,4,1.0277252
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,4,1.1250261
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,8, 1.0176496
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,8,1.0369313
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,8,1.0573796
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,8,1.0908329
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,8,1.1418412
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,8,1.2141859
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,8,1.3114112
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,16, 1.3291515
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,16,1.3484737
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,16,1.3691249
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,16,1.4025873
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,16,1.4534319
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,16,1.5258741
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,16,1.6231850
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.1,0.2287660
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,0.1,0.2397328
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,0.1,0.2512106
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,0.1,0.2713205
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,0.1,0.3013164
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,0.1,0.3412160
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,0.1,0.3911799
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.5, 0.2287649
