nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0325508
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0334336
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0345064
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0365264
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0402814
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0472190
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0602986
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.0371358
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.0380104
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.0390733
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.0410533
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.0447479
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.0516241
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.0647032
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0441503
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0450451
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0461293
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0481328
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0518258
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0586539
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0715686
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0546301
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0555851
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0568736
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0589718
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0628417
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0698637
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0828323
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.0703554
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0714399
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0727399
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0751981
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0798565
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0874945
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.1012807
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.0954416
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0966876
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0982030
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.1010787
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.1063273
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.1155523
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1317350
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.1382904
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.1397125
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.1414630
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.1448535
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.1511773
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.1629924
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.1822028
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0132891
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0140555
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0149859
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0170095
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0212642
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0303951
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0499413
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.5, 0.0140501
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.5,0.0147109
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.5,0.0156450
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.5,0.0175302
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.5,0.0217201
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.5,0.0307068
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.5,0.0500244
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1, 0.0164615
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0169723
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0178240
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0195822
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0234319
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0318692
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0505648
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2, 0.0216739
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0223147
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0231581
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0246073
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0278517
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0354590
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0529167
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4, 0.0318051
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0323445
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0330209
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0344058
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0377382
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0443735
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,4,0.0600526
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,8, 0.0502644
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,8,0.0509201
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,8,0.0521804
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,8,0.0537923
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,8,0.0569572
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,8,0.0633374
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,8,0.0780551
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,16, 0.0877646
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,16,0.0883180
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,16,0.0890538
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,16,0.0904814
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,16,0.0939290
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,16,0.1017919
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,16,0.1157175
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,0.1,0.0297600
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,0.1,0.0307983
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,0.1,0.0320357
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,0.1,0.0343657
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,0.1,0.0385901
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,0.1,0.0464471
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,0.1,0.0618590
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,0.5, 0.0315068
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,0.5,0.0325620
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,0.5,0.0337971
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,0.5,0.0361207
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,0.5,0.0403339
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,0.5,0.0481297
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,0.5,0.0634693
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,1, 0.0331253
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,1,0.0341859
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,1,0.0354484
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,1,0.0378260
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,1,0.0421277
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,1,0.0500179
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,1,0.0652000
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,2, 0.0333523
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,2,0.0343935
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,2,0.0357391
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,2,0.0384115
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,2,0.0430102
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,2,0.0512202
