nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0074222
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0084609
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0096724
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0118311
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0155399
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0218595
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0346119
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0094651
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0107279
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0122086
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0148939
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0196730
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0274393
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0403348
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0126832
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0141580
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,1,0.0159646
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,1,0.0193440
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,1,0.0252812
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,1,0.0351346
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,1,0.0512437
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,2, 0.0181740
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,2,0.0198433
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,2,0.0219466
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,2,0.0259194
