nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0067373
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0075499
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0087628
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0109502
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0147116
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0209585
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0334475
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.25, 0.0079822
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.25,0.0090095
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.25,0.0105501
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.25,0.0133647
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.25,0.0181964
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.25,0.0261285
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.25,0.0388924
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0092773
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0104693
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0123654
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0159395
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0222024
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0325841
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0489261
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0108142
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0122297
