nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0665987
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0678322
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0691137
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0715042
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0759354
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0839162
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0983712
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0681346
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0693661
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0706166
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0730287
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0774286
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0854402
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0998521
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.0696077
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0708438
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0720932
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0744848
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0788987
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0868899
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.1012629
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.0704838
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0717024
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0729397
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0753134
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0796836
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0876516
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1019674
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.0686662
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0699104
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0712661
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0735652
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0779190
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0857767
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0999521
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,32, 0.0598393
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,32,0.0611003
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,32,0.0623781
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,32,0.0648029
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,32,0.0694183
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,32,0.0772356
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,32,0.0913966
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,64, 0.0330591
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,64,0.0343944
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,64,0.0357551
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,64,0.0383519
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,64,0.0431485
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,64,0.0517151
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,64,0.0665961
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0257757
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0263972
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0272110
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0288607
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0326434
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0406773
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0579258
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2, 0.0256482
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0264825
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0272534
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0289560
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0327077
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0407491
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0579676
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4, 0.0258632
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0265648
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0273730
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0290337
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0327875
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0408330
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,4,0.0581245
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,8, 0.0263696
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,8,0.0270214
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,8,0.0278238
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,8,0.0296448
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,8,0.0333185
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,8,0.0412166
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,8,0.0582056
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,16, 0.0283325
