nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0448084
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0459272
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0473080
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0499859
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0546799
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0631825
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0782682
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0467854
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0479137
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0492626
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0518375
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0565164
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0649415
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0799621
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,1, 0.0498725
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,1,0.0509910
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,1,0.0523408
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,1,0.0549161
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,1,0.0596622
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,1,0.0680856
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,1,0.0830214
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,2, 0.0527698
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,2,0.0539539
