nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,related_pin A6,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0590764
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0598373
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0610238
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0632703
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0671665
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0741575
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0872081
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0643239
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,0.25,0.0650943
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,0.25,0.0662793
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,0.25,0.0685775
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,0.25,0.0724720
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,0.25,0.0794652
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,0.25,0.0924914
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0754683
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0762514
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0774590
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0796302
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0835208
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0905028
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,0.5,0.1034724
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,1, 0.0945792
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,1,0.0955389
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,1,0.0967924
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,1,0.0991336
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,1,0.1033266
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,1,0.1105528
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,1,0.1236460
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,2, 0.1256562
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,2,0.1265665
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,2,0.1280181
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,2,0.1307301
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,2,0.1353269
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,2,0.1433600
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,2,0.1569217
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,4, 0.1779860
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,4,0.1790280
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,4,0.1806183
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,4,0.1836017
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,4,0.1889988
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,4,0.1983032
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,4,0.2138497
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.016,8, 0.2697481
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.032,8,0.2708766
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.064,8,0.2727122
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.128,8,0.2762146
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.256,8,0.2826281
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,0.512,8,0.2937895
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,1,0,0,0,1.024,8,0.3126647
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0164366
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0169298
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0177588
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0193998
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0230983
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0311767
0.850000,125.000000,1.01,1,0,0,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0494654
