nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0432733
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0439374
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0449968
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0469771
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0506173
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0573380
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0702307
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0483239
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.25,0.0490047
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.25,0.0500776
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.25,0.0520549
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.25,0.0556942
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.25,0.0623818
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.25,0.0752820
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0573826
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0580882
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0592421
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0612998
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0649691
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0716626
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0845100
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,1, 0.0714376
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,1,0.0722140
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,1,0.0734188
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,1,0.0756457
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,1,0.0795280
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,1,0.0865083
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,1,0.0994309
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,2, 0.0932316
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,2,0.0941099
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,2,0.0954827
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,2,0.0980168
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,2,0.1024956
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,2,0.1103588
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,2,0.1239399
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,4, 0.1290964
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,4,0.1300899
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,4,0.1316763
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,4,0.1346734
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,4,0.1400057
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,4,0.1491922
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,4,0.1640754
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,8, 0.1901173
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,8,0.1916584
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,8,0.1934783
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,8,0.1968691
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,8,0.2030865
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,8,0.2140433
