nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0289227
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0299434
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0311329
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0334168
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0375811
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0451808
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0590442
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0313062
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0323020
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0334486
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0356795
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0397840
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0472237
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0609572
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0326234
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0337166
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0349209
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0371792
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0413908
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0490334
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0629057
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0313110
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0324269
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0337712
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0363293
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0412020
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0493767
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0639779
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0228108
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0240374
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0255373
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0284227
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0338291
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0434387
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0602561
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, -0.0014217
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,-0.0000230
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0017038
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0050586
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0113656
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0232840
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.0437119
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, -0.0565108
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,-0.0549372
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,-0.0521234
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,-0.0483971
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,-0.0412496
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,-0.0276757
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,-0.0029004
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0185609
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0193117
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0202830
