nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0490832
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0499944
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0515074
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0543394
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0595505
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0684308
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0841291
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0517523
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.25,0.0526991
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.25,0.0541852
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.25,0.0569911
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.25,0.0620311
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.25,0.0709490
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.25,0.0866329
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0579520
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0588763
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0603850
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0632676
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0681503
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0767823
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0921030
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,1, 0.0651397
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,1,0.0661158
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,1,0.0676633
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,1,0.0705296
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,1,0.0755707
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,1,0.0843174
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,1,0.1000414
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,2, 0.0713647
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,2,0.0723779
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,2,0.0741891
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,2,0.0772658
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,2,0.0829150
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,2,0.0928438
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,2,0.1097262
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,4, 0.0740652
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,4,0.0751392
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,4,0.0769023
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,4,0.0802998
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,4,0.0868148
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,4,0.0985577
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,4,0.1175361
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.016,8, 0.0699155
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.032,8,0.0710572
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.064,8,0.0731353
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.128,8,0.0764585
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.256,8,0.0840989
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,0.512,8,0.0973821
0.850000,125.000000,1.01,1,0,0,0,0,1,1,1,0,0,0,1.024,8,0.1205032
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0283084
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0289362
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0299286
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0321223
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0364635
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0451254
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0630733
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.25, 0.0281052
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.25,0.0287242
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.25,0.0296956
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.25,0.0319878
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.25,0.0363209
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.25,0.0451967
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.25,0.0633112
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,0.5, 0.0312968
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,0.5,0.0319151
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,0.5,0.0328159
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,0.5,0.0348472
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,0.5,0.0387586
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,0.5,0.0469412
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,0.5,0.0645198
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,1, 0.0397070
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,1,0.0411856
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,1,0.0419618
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,1,0.0438425
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,1,0.0474052
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,1,0.0546184
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,1,0.0704242
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,2, 0.0571415
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,2,0.0575747
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,2,0.0582416
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,2,0.0595208
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,2,0.0631161
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,2,0.0708153
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,2,0.0851987
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,4, 0.0866622
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,4,0.0870851
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,4,0.0878310
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,4,0.0894189
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,4,0.0941188
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,4,0.1017593
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,4,0.1156093
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,8, 0.1456969
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,8,0.1460292
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,8,0.1475125
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,8,0.1492679
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,8,0.1557456
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,8,0.1631833
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,8,0.1774782
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.1,0.0410811
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.1,0.0420118
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.1,0.0434949
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.1,0.0462645
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.1,0.0512878
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.1,0.0603182
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.1,0.0767663
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.25, 0.0461050
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.25,0.0470111
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.25,0.0484529
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.25,0.0511627
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.25,0.0561181
