nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0371344
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0382691
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0393871
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0414987
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0453479
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0523664
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0653862
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2,  0.0421893
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0433171
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0444292
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0465000
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0503073
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0572831
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0702425
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4,  0.0501765
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0513178
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0525723
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0546810
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0584956
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0654339
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0782936
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8,  0.0614801
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0627283
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0639755
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0662741
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0705238
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0777055
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0907391
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16,  0.0775517
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0789376
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0803301
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0829521
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0876362
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0959860
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.1100008
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,32,  0.1013098
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,32,0.1028489
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,32,0.1044416
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,32,0.1074741
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,32,0.1130462
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,32,0.1230880
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,32,0.1393418
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,64,  0.1393138
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,64,0.1410441
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,64,0.1428368
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,64,0.1463130
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,64,0.1528581
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,64,0.1646276
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,64,0.1852015
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0148731
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0156134
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0164838
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0183445
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0222934
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0309719
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0496222
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2,  0.0154999
