nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0227142
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0238149
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0249079
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0269666
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0307569
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0377309
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0507420
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2,  0.0257770
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0268885
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0280025
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0301017
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0338678
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0407117
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0535768
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4,  0.0287794
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0299762
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0311824
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0334358
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0375078
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0447072
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0578852
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8,  0.0307379
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0321130
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0334755
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0360510
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0409541
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0491703
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0636520
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16,  0.0296760
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0312172
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0327940
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0358221
