nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0485674
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0495442
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0507302
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0528947
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0568498
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0640038
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0772099
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0520088
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0529796
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0541433
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0563131
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0602479
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0673953
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0806530
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0571079
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0580786
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0592481
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0614422
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0653411
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0724238
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.0855984
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.0633072
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.0643243
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.0655277
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.0678189
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.0717928
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.0789228
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.0921610
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.0691670
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.0702631
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.0715625
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.0740694
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.0783872
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.0859046
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.0994504
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, 0.0718223
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,0.0730123
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,0.0744431
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,0.0773580
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,0.0822515
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,0.0906882
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.1053383
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,16, 0.0659730
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,16,0.0672966
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,16,0.0688844
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,16,0.0719164
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,16,0.0775245
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,16,0.0874790
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,16,0.1046229
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0155875
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0161776
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.1,0.0170780
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.1,0.0188904
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.1,0.0228974
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.1,0.0314815
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.1,0.0502143
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.5, 0.0156937
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.5,0.0163643
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.5,0.0172105
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.5,0.0190694
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.5,0.0230507
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.5,0.0315516
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.5,0.0502882
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,1, 0.0168963
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,1,0.0175434
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,1,0.0183893
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,1,0.0200355
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,1,0.0238465
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,1,0.0322241
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,1,0.0506962
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,2, 0.0202877
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,2,0.0208158
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,2,0.0215558
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,2,0.0231953
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,2,0.0267527
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,2,0.0344042
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,2,0.0521339
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,4, 0.0270170
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,4,0.0275560
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,4,0.0281895
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,4,0.0296817
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,4,0.0330390
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,4,0.0400025
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,4,0.0562749
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,8, 0.0383740
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,8,0.0389721
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,8,0.0397582
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,8,0.0414670
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,8,0.0447950
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,8,0.0511792
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,8,0.0662646
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,16, 0.0602845
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,16,0.0608753
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,16,0.0616150
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,16,0.0631017
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,16,0.0657632
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,16,0.0728419
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,16,0.0874546
