nom_voltage,nom_temperature,nom_process,related_pin SAVE,related_pin CLK,timing_type removal_falling,fall_constraint,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0160000,-0.7226973
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0160000,-0.7301621
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0160000,-0.7373266
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0160000,-0.7512889
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0160000,-0.7729049
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0160000,-0.7914274
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0160000,-0.8050348
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0320000, -0.7270290
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0320000,-0.7305871
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0320000,-0.7416585
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0320000,-0.7517139
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0320000,-0.7733299
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0320000,-0.7918524
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0320000,-0.8093666
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.0640000, -0.7316157
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.0640000,-0.7391585
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.0640000,-0.7463082
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.0640000,-0.7602077
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.0640000,-0.7818229
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.0640000,-0.8005855
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.0640000,-0.8139530
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.1280000, -0.7445124
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.1280000,-0.7519770
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.1280000,-0.7591417
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.1280000,-0.7731039
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.1280000,-0.7948037
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.1280000,-0.8138324
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.1280000,-0.8268497
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.2560000, -0.7708713
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.2560000,-0.7745694
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.2560000,-0.7855048
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.2560000,-0.7956082
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.2560000,-0.8206582
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.2560000,-0.8354296
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.2560000,-0.8525351
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,0.5120000, -0.8184001
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,0.5120000,-0.8258920
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,0.5120000,-0.8330308
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,0.5120000,-0.8477478
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,0.5120000,-0.8690819
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,0.5120000,-0.8872639
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,0.5120000,-0.9016348
0.850000,125.000000,1.01,1,0,1,1,0,0.0160000,1.0240000, -0.9227703
0.850000,125.000000,1.01,1,0,1,1,0,0.0320000,1.0240000,-0.9262759
0.850000,125.000000,1.01,1,0,1,1,0,0.0640000,1.0240000,-0.9324138
0.850000,125.000000,1.01,1,0,1,1,0,0.1280000,1.0240000,-0.9484384
0.850000,125.000000,1.01,1,0,1,1,0,0.2560000,1.0240000,-0.9702414
0.850000,125.000000,1.01,1,0,1,1,0,0.5120000,1.0240000,-0.9904579
0.850000,125.000000,1.01,1,0,1,1,0,1.0240000,1.0240000,-1.0088740
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.0160000,0.0856898
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.0160000,0.0900181
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.0160000,0.0985036
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.0160000,0.1152551
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.0160000,0.1412034
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.0160000,0.1773640
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.0160000,0.2457878
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.0320000, 0.0930704
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.0320000,0.0933539
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.0320000,0.1018465
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.0320000,0.1185781
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.0320000,0.1449124
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.0320000,0.1847533
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.0320000,0.2453647
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.0640000, 0.1007840
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.0640000,0.1049875
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.0640000,0.1134143
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.0640000,0.1262458
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.0640000,0.1560126
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.0640000,0.1921951
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.0640000,0.2567127
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.1280000, 0.1111309
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.1280000,0.1156212
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.1280000,0.1239492
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.1280000,0.1406250
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.1280000,0.1664789
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.1280000,0.2026851
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.1280000,0.2672027
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.2560000, 0.1322199
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.2560000,0.1325373
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.2560000,0.1409385
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.2560000,0.1577046
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.2560000,0.1836902
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.2560000,0.2233302
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.2560000,0.2842764
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,0.5120000, 0.1585433
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,0.5120000,0.1627732
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,0.5120000,0.1674262
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,0.5120000,0.1844349
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,0.5120000,0.2099287
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,0.5120000,0.2539063
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,0.5120000,0.3217568
0.850000,125.000000,1.01,0,1,1,0,1,0.0160000,1.0240000, 0.2033055
0.850000,125.000000,1.01,0,1,1,0,1,0.0320000,1.0240000,0.2075272
0.850000,125.000000,1.01,0,1,1,0,1,0.0640000,1.0240000,0.2121279
0.850000,125.000000,1.01,0,1,1,0,1,0.1280000,1.0240000,0.2331114
0.850000,125.000000,1.01,0,1,1,0,1,0.2560000,1.0240000,0.2587342
0.850000,125.000000,1.01,0,1,1,0,1,0.5120000,1.0240000,0.3026699
0.850000,125.000000,1.01,0,1,1,0,1,1.0240000,1.0240000,0.3828125
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.0160000,-5.5624798
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.0160000,-5.5659868
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.0160000,-5.5887242
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.0160000,-5.6346554
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.0160000,-5.7407998
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.0160000,-5.9225154
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.0160000,-6.2859482
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.0320000, -5.5589351
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.0320000,-5.5780651
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.0320000,-5.6008025
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.0320000,-5.6467355
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.0320000,-5.7372551
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.0320000,-5.9345937
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.0320000,-6.2824017
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.0640000, -5.5830451
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.0640000,-5.5865521
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.0640000,-5.6092890
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.0640000,-5.6552203
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.0640000,-5.7613647
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.0640000,-5.9430807
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.0640000,-6.3065131
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.1280000, -5.6156799
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.1280000,-5.6191869
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.1280000,-5.6419243
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.1280000,-5.6878564
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.1280000,-5.7940008
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.1280000,-5.9757155
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.1280000,-6.3235239
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.2560000, -5.6805045
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.2560000,-5.6840110
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.2560000,-5.7067484
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.2560000,-5.7526806
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.2560000,-5.8432001
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.2560000,-6.0405401
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.2560000,-6.3883476
0.750000,-40.000000,0.99,1,0,1,1,0,0.0160000,0.5120000, -5.7944662
0.750000,-40.000000,0.99,1,0,1,1,0,0.0320000,0.5120000,-5.8135980
0.750000,-40.000000,0.99,1,0,1,1,0,0.0640000,0.5120000,-5.8363354
0.750000,-40.000000,0.99,1,0,1,1,0,0.1280000,0.5120000,-5.8822667
0.750000,-40.000000,0.99,1,0,1,1,0,0.2560000,0.5120000,-5.9727863
0.750000,-40.000000,0.99,1,0,1,1,0,0.5120000,0.5120000,-6.1701266
0.750000,-40.000000,0.99,1,0,1,1,0,1.0240000,0.5120000,-6.5179346
