nom_voltage,nom_temperature,nom_process,related_pin A2,related_pin S0,timing_sense positive_unate,timing_sense non_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.032,8,0.0593616
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.064,8,0.0611996
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.128,8,0.0647883
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.256,8,0.0715717
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.512,8,0.0838472
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,1.024,8,0.1058639
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.016,16, 0.0428781
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.032,16,0.0444309
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.064,16,0.0463774
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.128,16,0.0502692
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.256,16,0.0579680
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,0.512,16,0.0724087
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0,1.024,16,0.0975747
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,0.1,0.0271582
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,0.1,0.0278691
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,0.1,0.0288086
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,0.1,0.0307911
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,0.1,0.0348349
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,0.1,0.0435805
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,0.1,0.0616120
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,0.5, 0.0276386
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,0.5,0.0282568
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,0.5,0.0290344
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,0.5,0.0310773
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,0.5,0.0353091
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,0.5,0.0438870
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,0.5,0.0620042
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,1, 0.0325179
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,1,0.0331019
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,1,0.0338889
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,1,0.0356413
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,1,0.0395160
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,1,0.0471634
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,1,0.0642098
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,2, 0.0445661
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,2,0.0450939
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,2,0.0460858
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,2,0.0474611
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,2,0.0505591
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,2,0.0580698
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,2,0.0735090
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,4, 0.0672395
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,4,0.0675637
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,4,0.0681780
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,4,0.0699108
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,4,0.0738515
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,4,0.0805976
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,4,0.0952444
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,8, 0.1107685
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,8,0.1122868
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,8,0.1122868
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,8,0.1145061
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,8,0.1179354
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,8,0.1247952
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,8,0.1407776
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.016,16, 0.1966688
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.032,16,0.1974491
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.064,16,0.1986231
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.128,16,0.2014748
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.256,16,0.2056881
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0.512,16,0.2130387
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1.024,16,0.2294425
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,0.1,0.0348819
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,0.1,0.0362425
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,0.1,0.0379015
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,0.1,0.0410281
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,0.1,0.0466643
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,0.1,0.0564652
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,0.1,0.0737728
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,0.5, 0.0395095
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,0.5,0.0408250
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,0.5,0.0424315
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,0.5,0.0454479
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,0.5,0.0509452
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,0.5,0.0606244
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,0.5,0.0777817
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,1, 0.0478498
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,1,0.0492149
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,1,0.0508305
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,1,0.0539394
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,1,0.0596392
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,1,0.0694925
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,1,0.0864881
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,2, 0.0589849
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,2,0.0603797
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,2,0.0620946
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,2,0.0655896
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,2,0.0716217
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,2,0.0825470
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,2,0.1010688
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,4, 0.0741508
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,4,0.0756205
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,4,0.0774480
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,4,0.0810218
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,4,0.0879430
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,4,0.1003749
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,4,0.1216116
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,8, 0.0942340
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,8,0.0957658
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,8,0.0979340
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,8,0.1018238
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,8,0.1095847
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,8,0.1240198
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,8,0.1487636
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.016,16, 0.1230476
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.032,16,0.1247234
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.064,16,0.1267704
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.128,16,0.1308181
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.256,16,0.1388866
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,0.512,16,0.1551107
0.850000,125.000000,1.01,1,0,1,0,0,0,1,0,1.024,16,0.1844570
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,0.1,0.0225404
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,0.1,0.0232307
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,0.1,0.0242997
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,0.1,0.0265844
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,0.1,0.0313663
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,0.1,0.0417687
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,0.1,0.0637019
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,0.5, 0.0236349
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,0.5,0.0243681
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,0.5,0.0253501
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,0.5,0.0275081
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,0.5,0.0321593
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,0.5,0.0423852
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,0.5,0.0641407
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,1, 0.0313042
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,1,0.0316349
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,1,0.0323800
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,1,0.0341264
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,1,0.0379993
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,1,0.0470131
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,1,0.0671415
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,2, 0.0460385
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,2,0.0465585
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,2,0.0475347
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,2,0.0487790
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,2,0.0523898
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,2,0.0604446
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,2,0.0782329
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,4, 0.0734021
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,4,0.0736890
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,4,0.0741801
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,4,0.0754824
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,4,0.0791396
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,4,0.0870765
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,4,0.1031183
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,8, 0.1212460
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,8,0.1216583
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,8,0.1221693
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,8,0.1233181
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,8,0.1275510
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,8,0.1358636
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,8,0.1517569
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.016,16, 0.2166055
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.032,16,0.2172423
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.064,16,0.2177237
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.128,16,0.2182554
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.256,16,0.2203921
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,0.512,16,0.2257281
0.850000,125.000000,1.01,1,0,1,0,0,0,0,1,1.024,16,0.2434840
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,0.1,0.0405786
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,0.1,0.0418222
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,0.1,0.0433027
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,0.1,0.0460425
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,0.1,0.0510514
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,0.1,0.0598370
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,0.1,0.0752580
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,0.5, 0.0424216
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,0.5,0.0436288
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,0.5,0.0450671
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,0.5,0.0477938
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,0.5,0.0527401
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,0.5,0.0614691
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,0.5,0.0767454
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,1, 0.0452120
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,1,0.0464243
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,1,0.0479067
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,1,0.0506552
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,1,0.0556504
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,1,0.0644154
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,1,0.0796903
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,2, 0.0475524
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,2,0.0488394
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,2,0.0503227
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,2,0.0531793
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,2,0.0583113
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,2,0.0674433
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,2,0.0831901
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,4, 0.0459506
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,4,0.0472530
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,4,0.0488668
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,4,0.0519290
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,4,0.0576775
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,4,0.0674830
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,4,0.0843662
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,8, 0.0331618
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,8,0.0345193
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,8,0.0361993
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,8,0.0399055
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,8,0.0457121
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,8,0.0568318
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,8,0.0764620
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.016,16, -0.0048913
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.032,16,-0.0034278
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.064,16,-0.0016096
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.128,16,0.0025953
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.256,16,0.0094971
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,0.512,16,0.0222367
0.850000,125.000000,1.01,0,1,0,1,1,0,0,0,1.024,16,0.0447964
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,0.1,0.0269301
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,0.1,0.0275794
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,0.1,0.0283861
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,0.1,0.0305217
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,0.1,0.0346219
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,0.1,0.0433667
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,0.1,0.0613636
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,0.5, 0.0273260
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,0.5,0.0279645
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,0.5,0.0290211
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,0.5,0.0310081
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,0.5,0.0350671
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,0.5,0.0437552
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,0.5,0.0617627
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,1, 0.0308355
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,1,0.0316333
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,1,0.0324567
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,1,0.0342482
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,1,0.0380945
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,1,0.0463296
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,1,0.0636727
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,2, 0.0392010
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,2,0.0398289
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,2,0.0406690
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,2,0.0423646
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,2,0.0460405
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,2,0.0537313
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,2,0.0704193
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,4, 0.0556822
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,4,0.0562125
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,4,0.0568715
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,4,0.0588369
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,4,0.0624731
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,4,0.0697475
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,4,0.0856008
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,8, 0.0864925
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,8,0.0869424
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,8,0.0877861
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,8,0.0900329
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,8,0.0928961
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,8,0.1002727
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,8,0.1156849
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.016,16, 0.1448285
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.032,16,0.1454554
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.064,16,0.1462649
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.128,16,0.1488747
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.256,16,0.1523356
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,0.512,16,0.1593365
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1.024,16,0.1743759
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,0.1,0.0377086
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,0.1,0.0390349
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,0.1,0.0406203
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,0.1,0.0436197
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,0.1,0.0490550
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,0.1,0.0586458
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,0.1,0.0756372
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,0.5, 0.0432326
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,0.5,0.0445321
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,0.5,0.0460930
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,0.5,0.0490277
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,0.5,0.0543597
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,0.5,0.0638206
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,0.5,0.0807164
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,1, 0.0532747
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,1,0.0545661
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,1,0.0561353
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,1,0.0590731
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,1,0.0644282
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,1,0.0738117
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,1,0.0904138
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,2, 0.0687043
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.032,2,0.0701086
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.064,2,0.0717365
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.128,2,0.0748212
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.256,2,0.0804955
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.512,2,0.0904925
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,1.024,2,0.1079049
0.850000,125.000000,1.01,0,1,0,1,0,0,1,0,0.016,4, 0.0927159
