nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0222382
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0231078
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0241591
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0261586
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0298937
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0368470
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0500436
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.0249969
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.0258669
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.0269311
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.0289493
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.0327033
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.0395568
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.0525862
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0273375
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0283298
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0294750
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0316595
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0357240
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0428632
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0561257
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0283750
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0294841
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0308140
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0335463
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0379702
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0462242
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0605076
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.0258671
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0271408
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0286945
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0317001
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0371682
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0471970
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0643999
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.0159900
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0174461
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0192181
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0226637
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0292019
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0418627
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0626004
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, -0.0083394
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,-0.0069295
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,-0.0049566
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,-0.0010697
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0069964
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0216526
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0473006
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0134786
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0142064
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0151199
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0170705
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0213934
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0305864
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0502315
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.5, 0.0167159
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.5,0.0172988
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.5,0.0180782
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.5,0.0197629
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.5,0.0235438
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.5,0.0319935
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.5,0.0509380
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1, 0.0229916
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0235836
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0242322
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0257913
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0292076
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0367841
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0541004
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2, 0.0349434
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0355052
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0362089
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0379798
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0411204
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0479270
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0638871
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4, 0.0574707
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0580663
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0588482
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0603111
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0637225
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0711938
