nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0300797
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0311522
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0324426
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0348128
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0390768
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0467082
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0605062
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0341487
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0351974
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0364357
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0387449
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0429366
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0503992
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0641205
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0393942
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0404887
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0418069
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0442402
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0485920
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0562384
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0699578
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0453607
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0465587
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0479972
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0506760
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0554716
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0639374
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0781575
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0518390
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0531824
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0547789
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0577109
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0631076
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0726235
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0889322
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0568619
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0582807
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0600306
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0634122
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0696679
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0811498
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1001895
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.0609590
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.0624860
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,0.0643734
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,0.0681997
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,0.0752415
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,0.0882788
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,0.1113176
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0170888
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0178188
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0187614
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0207188
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0249502
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0336086
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0522716
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0188863
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0195142
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0203637
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0222251
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.5,0.0261851
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.5,0.0344311
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.5,0.0526789
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,1, 0.0252155
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,1,0.0257355
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,1,0.0263082
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,1,0.0277990
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,1,0.0312199
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,1,0.0384789
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,1,0.0554836
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,2, 0.0354047
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,2,0.0362428
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,2,0.0369791
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,2,0.0384967
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,2,0.0414133
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,2,0.0482037
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,2,0.0634491
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,4, 0.0555536
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,4,0.0561808
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,4,0.0568897
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,4,0.0582490
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,4,0.0607066
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,4,0.0672817
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,4,0.0811979
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,8, 0.0908033
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,8,0.0914378
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,8,0.0922224
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,8,0.0944287
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,8,0.0975883
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,8,0.1041799
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,8,0.1176039
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,16, 0.1599489
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,16,0.1606150
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,16,0.1606150
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,16,0.1627173
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,16,0.1653319
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,16,0.1720165
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,16,0.1875307
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.1,0.0261925
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.1,0.0273359
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.1,0.0287084
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.1,0.0312427
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.1,0.0358517
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,0.1,0.0441901
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,0.1,0.0599889
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.5, 0.0307817
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.5,0.0319093
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.5,0.0333350
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.5,0.0358136
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.5,0.0403209
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,0.5,0.0485106
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,0.5,0.0641407
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,1, 0.0368144
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,1,0.0379980
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,1,0.0394086
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,1,0.0420587
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,1,0.0468840
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,1,0.0554389
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,1,0.0710417
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,2, 0.0443867
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,2,0.0456261
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,2,0.0471505
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,2,0.0500704
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,2,0.0554586
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,2,0.0649567
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,2,0.0815548
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,4, 0.0531287
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,4,0.0544816
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,4,0.0561188
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,4,0.0594650
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,4,0.0654313
