nom_voltage,nom_temperature,nom_process,related_pin A,related_pin EN,timing_type combinational,timing_type three_state_enable,timing_type three_state_disable,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,0.728544,0.0335049
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,0.728544,0.0346946
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,0.728544,0.0363816
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,0.728544,0.0395141
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,0.728544,0.0450247
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,0.728544,0.0544172
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,0.728544,0.0706595
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,0.878544, 0.0355170
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,0.878544,0.0366809
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,0.878544,0.0385169
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,0.878544,0.0419102
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,0.878544,0.0479600
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,0.878544,0.0580801
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,0.878544,0.0754391
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,1.12854, 0.0349127
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,1.12854,0.0361979
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,1.12854,0.0382595
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,1.12854,0.0421125
