nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.064,4,0.0434631
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.128,4,0.0461712
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.256,4,0.0507120
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.512,4,0.0590405
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,1.024,4,0.0738333
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.016,8, 0.0317753
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.032,8,0.0330639
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.064,8,0.0344728
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.128,8,0.0372031
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.256,8,0.0425750
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.512,8,0.0516893
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,1.024,8,0.0678848
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.016,16, 0.0024591
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.032,16,0.0038748
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.064,16,0.0054278
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.128,16,0.0084652
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.256,16,0.0143257
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.512,16,0.0251291
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,1.024,16,0.0444239
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.016,32, -0.0688313
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.032,32,-0.0672384
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.064,32,-0.0655766
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.128,32,-0.0621192
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.256,32,-0.0553976
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,0.512,32,-0.0422450
0.850000,125.000000,1.01,0,1,1,1,1,0,0,0,1.024,32,-0.0191305
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,0.1,0.0264121
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,0.1,0.0273296
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,0.1,0.0280861
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,0.1,0.0299357
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,0.1,0.0338545
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,0.1,0.0420922
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,0.1,0.0600186
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,1, 0.0271943
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,1,0.0278479
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,1,0.0287419
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,1,0.0306635
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,1,0.0344415
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,1,0.0426983
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,1,0.0603473
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,2, 0.0316646
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,2,0.0322143
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,2,0.0328810
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,2,0.0345172
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,2,0.0379705
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,2,0.0456256
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,2,0.0625552
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,4, 0.0409647
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,4,0.0415798
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,4,0.0422669
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,4,0.0438712
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,4,0.0471470
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,4,0.0541875
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,4,0.0701561
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,8, 0.0593940
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,8,0.0600327
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,8,0.0608166
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,8,0.0628572
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,8,0.0660211
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,8,0.0724229
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,8,0.0877135
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,16, 0.0953013
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,16,0.0958881
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,16,0.0965462
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,16,0.0980336
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,16,0.1016789
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,16,0.1091386
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,16,0.1242463
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,32, 0.1642304
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,32,0.1651026
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,32,0.1662262
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,32,0.1685259
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,32,0.1731767
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,32,0.1793850
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,32,0.1963055
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,0.1,0.0384628
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,0.1,0.0397928
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,0.1,0.0412407
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,0.1,0.0440215
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,0.1,0.0491696
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,0.1,0.0584149
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,0.1,0.0748440
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,1, 0.0448100
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,1,0.0461156
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,1,0.0475282
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,1,0.0502332
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,1,0.0552623
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,1,0.0643687
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,1,0.0806541
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,2, 0.0575892
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,2,0.0588648
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,2,0.0603496
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,2,0.0630881
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,2,0.0681010
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,2,0.0770173
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,2,0.0929936
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,4, 0.0777858
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,4,0.0790997
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,4,0.0805727
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,4,0.0834990
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,4,0.0889739
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,4,0.0988986
