nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0.0160000,0.0160000,0.0585461
0.850000,125.000000,1.01,1,1,1,0.0320000,0.0160000,0.0584335
0.850000,125.000000,1.01,1,1,1,0.0640000,0.0160000,0.0615409
0.850000,125.000000,1.01,1,1,1,0.1280000,0.0160000,0.0679021
0.850000,125.000000,1.01,1,1,1,0.2560000,0.0160000,0.0647963
0.850000,125.000000,1.01,1,1,1,0.5120000,0.0160000,0.0527413
0.850000,125.000000,1.01,1,1,1,1.0240000,0.0160000,0.0081212
0.850000,125.000000,1.01,1,1,1,0.0160000,0.0320000, 0.0590127
0.850000,125.000000,1.01,1,1,1,0.0320000,0.0320000,0.0585754
0.850000,125.000000,1.01,1,1,1,0.0640000,0.0320000,0.0618376
0.850000,125.000000,1.01,1,1,1,0.1280000,0.0320000,0.0681523
0.850000,125.000000,1.01,1,1,1,0.2560000,0.0320000,0.0652601
0.850000,125.000000,1.01,1,1,1,0.5120000,0.0320000,0.0530138
0.850000,125.000000,1.01,1,1,1,1.0240000,0.0320000,0.0122335
0.850000,125.000000,1.01,1,1,1,0.0160000,0.0640000, 0.0597459
0.850000,125.000000,1.01,1,1,1,0.0320000,0.0640000,0.0630308
0.850000,125.000000,1.01,1,1,1,0.0640000,0.0640000,0.0663617
0.850000,125.000000,1.01,1,1,1,0.1280000,0.0640000,0.0686980
0.850000,125.000000,1.01,1,1,1,0.2560000,0.0640000,0.0707391
0.850000,125.000000,1.01,1,1,1,0.5120000,0.0640000,0.0579556
0.850000,125.000000,1.01,1,1,1,1.0240000,0.0640000,0.0170071
0.850000,125.000000,1.01,1,1,1,0.0160000,0.1280000, 0.0646913
0.850000,125.000000,1.01,1,1,1,0.0320000,0.1280000,0.0682146
0.850000,125.000000,1.01,1,1,1,0.0640000,0.1280000,0.0715413
0.850000,125.000000,1.01,1,1,1,0.1280000,0.1280000,0.0742187
0.850000,125.000000,1.01,1,1,1,0.2560000,0.1280000,0.0801359
0.850000,125.000000,1.01,1,1,1,0.5120000,0.1280000,0.0675031
0.850000,125.000000,1.01,1,1,1,1.0240000,0.1280000,0.0300949
0.850000,125.000000,1.01,1,1,1,0.0160000,0.2560000, 0.0708668
0.850000,125.000000,1.01,1,1,1,0.0320000,0.2560000,0.0745081
0.850000,125.000000,1.01,1,1,1,0.0640000,0.2560000,0.0777774
0.850000,125.000000,1.01,1,1,1,0.1280000,0.2560000,0.0838651
0.850000,125.000000,1.01,1,1,1,0.2560000,0.2560000,0.0939512
0.850000,125.000000,1.01,1,1,1,0.5120000,0.2560000,0.0854945
0.850000,125.000000,1.01,1,1,1,1.0240000,0.2560000,0.0444686
0.850000,125.000000,1.01,1,1,1,0.0160000,0.5120000, 0.0875005
0.850000,125.000000,1.01,1,1,1,0.0320000,0.5120000,0.0911419
0.850000,125.000000,1.01,1,1,1,0.0640000,0.5120000,0.0944110
0.850000,125.000000,1.01,1,1,1,0.1280000,0.5120000,0.1046738
0.850000,125.000000,1.01,1,1,1,0.2560000,0.5120000,0.1142521
0.850000,125.000000,1.01,1,1,1,0.5120000,0.5120000,0.1165352
0.850000,125.000000,1.01,1,1,1,1.0240000,0.5120000,0.1000912
0.850000,125.000000,1.01,1,1,1,0.0160000,1.0240000, 0.0895184
0.850000,125.000000,1.01,1,1,1,0.0320000,1.0240000,0.0892533
0.850000,125.000000,1.01,1,1,1,0.0640000,1.0240000,0.0964285
0.850000,125.000000,1.01,1,1,1,0.1280000,1.0240000,0.1068214
0.850000,125.000000,1.01,1,1,1,0.2560000,1.0240000,0.1140139
0.850000,125.000000,1.01,1,1,1,0.5120000,1.0240000,0.0969186
0.850000,125.000000,1.01,1,1,1,1.0240000,1.0240000,0.1319344
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.0160000,0.1835131
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.0160000,0.1908761
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.0160000,0.2136282
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.0160000,0.2519047
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.0160000,0.3152212
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.0160000,0.4385947
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.0160000,0.6267527
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.0320000, 0.1761265
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.0320000,0.1873960
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.0320000,0.2062416
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.0320000,0.2444137
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.0320000,0.3117539
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.0320000,0.4351149
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.0320000,0.6232707
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.0640000, 0.1647962
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.0640000,0.1721558
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.0640000,0.1909968
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.0640000,0.2296070
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.0640000,0.2967457
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.0640000,0.4198733
0.750000,-40.000000,0.99,1,1,1,1.0240000,0.0640000,0.6080781
0.750000,-40.000000,0.99,1,1,1,0.0160000,0.1280000, 0.1392311
0.750000,-40.000000,0.99,1,1,1,0.0320000,0.1280000,0.1466898
0.750000,-40.000000,0.99,1,1,1,0.0640000,0.1280000,0.1694051
0.750000,-40.000000,0.99,1,1,1,0.1280000,0.1280000,0.1992650
0.750000,-40.000000,0.99,1,1,1,0.2560000,0.1280000,0.2706190
0.750000,-40.000000,0.99,1,1,1,0.5120000,0.1280000,0.3982727
