nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0383745
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0392153
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0405648
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0430980
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0475749
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0555600
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0698498
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.25, 0.0424699
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.25,0.0432970
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.25,0.0446074
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.25,0.0470358
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.25,0.0514569
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.25,0.0593572
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.25,0.0736043
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0498208
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0506679
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0520210
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0545532
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0589766
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0668310
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0809106
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0590994
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0600110
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0614649
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0642531
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0691421
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0773894
