nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,related_pin A5,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,4,0.0966336
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,8, 0.1066261
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,8,0.1071062
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,8,0.1082468
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,8,0.1091677
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,8,0.1115128
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,8,0.1168622
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,8,0.1315210
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.016,16, 0.1724433
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.032,16,0.1730590
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.064,16,0.1738003
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.128,16,0.1762922
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.256,16,0.1795967
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,0.512,16,0.1856161
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,1,0,0,1.024,16,0.1981698
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.1,0.0456068
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.1,0.0468019
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.1,0.0482655
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.1,0.0510102
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.1,0.0561081
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.1,0.0653298
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.1,0.0820419
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,0.5, 0.0506720
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,0.5,0.0518576
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,0.5,0.0532652
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,0.5,0.0559812
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,0.5,0.0609909
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,0.5,0.0701085
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,0.5,0.0867667
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,1, 0.0591838
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,1,0.0604291
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,1,0.0618521
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,1,0.0645797
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,1,0.0695381
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,1,0.0785182
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,1,0.0949615
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,2, 0.0704173
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,2,0.0715996
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,2,0.0730559
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,2,0.0758809
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,2,0.0811786
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,2,0.0907572
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,2,0.1080326
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,4, 0.0838815
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,4,0.0851299
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,4,0.0864988
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,4,0.0895281
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,4,0.0957964
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,4,0.1063605
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,4,0.1253391
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,8, 0.0992337
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,8,0.1005786
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,8,0.1022336
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,8,0.1058178
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,8,0.1124328
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,8,0.1245990
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,8,0.1463268
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.016,16, 0.1151340
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.032,16,0.1165752
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.064,16,0.1183730
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.128,16,0.1220118
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.256,16,0.1290751
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,0.512,16,0.1430348
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,1,0,1.024,16,0.1683491
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,0.1,0.0209318
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,0.1,0.0216419
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,0.1,0.0225594
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,0.1,0.0248144
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,0.1,0.0297193
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,0.1,0.0402390
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,0.1,0.0629828
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,0.5, 0.0211646
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,0.5,0.0219238
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,0.5,0.0229000
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,0.5,0.0251146
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,0.5,0.0299817
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,0.5,0.0404939
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,0.5,0.0632390
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,1, 0.0248593
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,1,0.0255471
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,1,0.0264672
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,1,0.0283565
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,1,0.0327215
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,1,0.0425614
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,1,0.0643391
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,2, 0.0354715
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,2,0.0359500
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,2,0.0367222
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,2,0.0383287
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,2,0.0422551
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,2,0.0511500
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,2,0.0711574
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,4, 0.0551568
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,4,0.0555931
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,4,0.0562170
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,4,0.0577075
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,4,0.0623527
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,4,0.0702682
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,4,0.0884844
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,8, 0.0906017
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,8,0.0911815
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,8,0.0917670
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,8,0.0943143
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,8,0.0975317
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,8,0.1056602
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,8,0.1233517
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.016,16, 0.1542044
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.032,16,0.1546905
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.064,16,0.1552904
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.128,16,0.1564745
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.256,16,0.1601072
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,0.512,16,0.1672635
0.850000,125.000000,1.01,1,0,0,0,0,1,1,0,0,0,1,1.024,16,0.1857269
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0634564
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0646709
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0661460
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0689640
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0741697
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0834180
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0995857
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0650962
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0663017
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0677666
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0705685
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0757644
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0849251
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,0.5,0.1010844
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,1, 0.0693196
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,1,0.0705129
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,1,0.0719520
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,1,0.0746916
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,1,0.0797616
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,1,0.0888341
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,1,0.1047944
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,2, 0.0757851
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,2,0.0770191
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,2,0.0784906
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,2,0.0813232
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,2,0.0864741
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,2,0.0956827
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,2,0.1118847
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,4, 0.0833001
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,4,0.0845388
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,4,0.0860471
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,4,0.0888773
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,4,0.0942789
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,4,0.1040444
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,4,0.1209821
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,8, 0.0868466
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,8,0.0881602
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,8,0.0897799
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,8,0.0929140
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,8,0.0988689
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,8,0.1099833
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,8,0.1289493
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.016,16, 0.0812380
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.032,16,0.0829883
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.064,16,0.0846934
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.128,16,0.0880512
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.256,16,0.0945697
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,0.512,16,0.1067378
0.850000,125.000000,1.01,0,1,0,0,0,1,1,1,0,0,0,1.024,16,0.1289815
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0397051
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0403983
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0413005
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0431888
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0471247
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0551424
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0724237
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.016,0.5, 0.0393821
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.032,0.5,0.0400024
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.064,0.5,0.0408449
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.128,0.5,0.0427607
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.256,0.5,0.0466491
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.512,0.5,0.0551316
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,1.024,0.5,0.0725100
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.016,1, 0.0407171
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.032,1,0.0412825
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.064,1,0.0421587
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.128,1,0.0441661
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.256,1,0.0478877
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.512,1,0.0562079
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,1.024,1,0.0731957
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.016,2, 0.0480839
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.032,2,0.0485969
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.064,2,0.0496438
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.128,2,0.0514011
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.256,2,0.0550487
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.512,2,0.0623418
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,1.024,2,0.0784863
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.016,4, 0.0634069
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.032,4,0.0639369
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.064,4,0.0646256
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.128,4,0.0659487
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.256,4,0.0689591
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,0.512,4,0.0767927
0.850000,125.000000,1.01,0,1,0,0,0,1,1,0,1,0,0,1.024,4,0.0921246
