nom_voltage,nom_temperature,nom_process,related_pin RIN,timing_type non_seq_setup_falling,timing_type non_seq_hold_rising,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0160000,1.7578152
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0160000,1.7458995
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0160000,1.7254924
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0160000,1.6814109
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0160000,1.5929082
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0160000,1.4186285
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0160000,1.0748814
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0320000, 1.7659890
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0320000,1.7579797
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0320000,1.7336663
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0320000,1.6934909
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0320000,1.6049883
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0320000,1.4307087
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0320000,1.0869511
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0640000, 1.7860267
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0640000,1.7780173
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0640000,1.7537038
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0640000,1.7135285
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0640000,1.6250259
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0640000,1.4507149
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0640000,1.1069161
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.1280000, 1.8304678
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.1280000,1.8185521
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.1280000,1.7942388
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.1280000,1.7540635
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.1280000,1.6655608
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.1280000,1.4911855
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.1280000,1.1438720
