nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,0.25,0.1079947
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,0.25,0.1181028
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,0.25,0.1355366
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,0.5, 0.1037007
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,0.5,0.1048134
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,0.5,0.1065506
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,0.5,0.1097822
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,0.5,0.1156761
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,0.5,0.1258048
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,0.5,0.1432391
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,1, 0.1178192
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,1,0.1189033
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,1,0.1206713
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,1,0.1239713
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,1,0.1297311
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,1,0.1397780
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,1,0.1571520
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,2, 0.1439540
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,2,0.1450371
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,2,0.1469262
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,2,0.1502039
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,2,0.1560859
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,2,0.1662916
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,2,0.1838370
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,4, 0.1912218
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,4,0.1923697
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,4,0.1942488
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,4,0.1977007
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,4,0.2040816
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,4,0.2148134
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,4,0.2331062
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,8, 0.2761227
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,8,0.2771207
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,8,0.2790487
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,8,0.2827326
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,8,0.2899384
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,8,0.3020991
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,8,0.3223315
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.1,0.0266482
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.1,0.0273123
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.1,0.0284616
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.1,0.0307717
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.1,0.0356627
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.1,0.0454852
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.1,0.0666874
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.25, 0.0267142
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.25,0.0273789
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.25,0.0285160
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.25,0.0308747
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.25,0.0354936
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.25,0.0454461
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.25,0.0667259
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.5, 0.0268419
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.5,0.0273923
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.5,0.0284938
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.5,0.0308788
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.5,0.0356618
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.5,0.0455052
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.5,0.0668676
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,1, 0.0270852
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,1,0.0277317
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,1,0.0288264
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,1,0.0310318
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,1,0.0357029
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,1,0.0455719
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,1,0.0668795
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,2, 0.0294582
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,2,0.0299322
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,2,0.0312925
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,2,0.0334131
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,2,0.0381384
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,2,0.0477132
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,2,0.0685058
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,4, 0.0366137
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,4,0.0371532
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,4,0.0386237
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,4,0.0405272
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,4,0.0453388
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,4,0.0542270
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,4,0.0737821
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,8, 0.0524417
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,8,0.0524417
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,8,0.0531388
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,8,0.0551452
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,8,0.0604342
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,8,0.0693436
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,8,0.0879024
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.1,0.0956357
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.1,0.0968453
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.1,0.0987890
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.1,0.1025639
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.1,0.1094475
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.1,0.1216875
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.1,0.1426577
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.25, 0.0993854
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.25,0.1005929
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.25,0.1025375
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.25,0.1063205
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.25,0.1132148
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.25,0.1254343
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.25,0.1463885
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.5, 0.1057371
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.5,0.1069344
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.5,0.1088704
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.5,0.1126487
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.5,0.1195541
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.5,0.1317495
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.5,0.1526539
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,1, 0.1181471
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,1,0.1193570
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,1,0.1213039
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,1,0.1250578
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,1,0.1319209
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,1,0.1440208
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,1,0.1648346
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,2, 0.1422198
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,2,0.1434562
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,2,0.1454310
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,2,0.1491596
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,2,0.1560447
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,2,0.1681847
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,2,0.1890087
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,4, 0.1863698
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,4,0.1876026
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,4,0.1895958
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,4,0.1934235
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,4,0.2005617
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,4,0.2131439
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,4,0.2346518
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,8, 0.2659117
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,8,0.2671781
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,8,0.2692576
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,8,0.2732567
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,8,0.2808105
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,8,0.2943973
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,8,0.3177287
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.1,0.0546488
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.1,0.0553633
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.1,0.0565208
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.1,0.0587000
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.1,0.0637045
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.1,0.0737403
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.1,0.0942254
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.25, 0.0546161
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.25,0.0553526
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.25,0.0565148
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.25,0.0586562
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.25,0.0636920
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.25,0.0737826
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.25,0.0941867
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.5, 0.0543768
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.5,0.0548949
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.5,0.0561482
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.5,0.0585844
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.5,0.0636709
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.5,0.0736869
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.5,0.0942409
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,1, 0.0550537
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,1,0.0557700
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,1,0.0568635
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,1,0.0593667
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,1,0.0643809
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,1,0.0743024
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,1,0.0947252
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,2, 0.0602017
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,2,0.0608432
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,2,0.0619423
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,2,0.0644720
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,2,0.0691599
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,2,0.0787314
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,2,0.0984939
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,4, 0.0747379
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,4,0.0752959
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,4,0.0762553
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,4,0.0787101
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,4,0.0828351
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,4,0.0918764
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,4,0.1104420
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,8, 0.1054059
