nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0357853
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0364635
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0375397
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0395710
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0433115
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0501796
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0632142
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.25, 0.0413947
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.25,0.0420691
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.25,0.0431366
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.25,0.0451400
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.25,0.0488358
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.25,0.0556841
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.25,0.0686707
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0503939
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0510962
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0522741
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0543363
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0580861
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0649745
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0779042
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0642900
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0650610
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0662845
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0686331
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0726620
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0797792
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0929450
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0866104
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0874687
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0888409
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0914134
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0960597
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.1042501
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.1182304
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.1245586
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.1255633
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.1271765
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.1302195
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.1357373
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.1455505
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.1619309
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.1941782
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.1952981
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.1971242
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.2006366
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.2071746
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.2189178
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.2388146
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0117976
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0123643
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0133208
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0153490
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0196565
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0287923
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0485112
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.25, 0.0125509
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.25,0.0130653
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.25,0.0139951
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.25,0.0160113
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.25,0.0201761
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.25,0.0291365
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.25,0.0485350
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0151704
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0156695
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0164987
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0183131
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.5,0.0220236
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.5,0.0304900
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.5,0.0492307
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,1, 0.0204992
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,1,0.0208656
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,1,0.0215960
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,1,0.0233431
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,1,0.0268397
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,1,0.0344274
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,1,0.0518638
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,2, 0.0305260
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,2,0.0309637
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,2,0.0316841
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,2,0.0329945
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,2,0.0364445
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,2,0.0435585
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,2,0.0593278
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,4, 0.0487919
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,4,0.0493315
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,4,0.0504846
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,4,0.0521587
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,4,0.0554230
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,4,0.0625944
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,4,0.0773051
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,8, 0.0873673
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,8,0.0878224
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,8,0.0886021
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,8,0.0902087
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,8,0.0931997
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,8,0.1004738
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,8,0.1152270
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.1,0.0328353
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.1,0.0336388
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.1,0.0349179
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.1,0.0372949
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.1,0.0415495
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,0.1,0.0494012
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,0.1,0.0648954
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.25, 0.0338860
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.25,0.0346989
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.25,0.0359795
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.25,0.0383614
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.25,0.0426610
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,0.25,0.0504904
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,0.25,0.0658995
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,0.5, 0.0338908
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,0.5,0.0347126
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,0.5,0.0360308
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.128,0.5,0.0384813
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.256,0.5,0.0428480
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.512,0.5,0.0508012
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,1.024,0.5,0.0660560
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.016,1, 0.0310830
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.032,1,0.0318827
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0.064,1,0.0333975
