nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0412258
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0419102
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0430063
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0450249
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0487664
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0556122
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0686251
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.25, 0.0476409
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.25,0.0483212
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.25,0.0493971
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.25,0.0514254
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.25,0.0551519
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.25,0.0619999
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.25,0.0749413
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0590094
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0597248
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0609033
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0629928
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0667413
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0735842
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0864744
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0767213
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0774879
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0787278
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0809679
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0850071
