nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0469422
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0476296
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0486998
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0507461
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0545651
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0615938
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0748515
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.25, 0.0484975
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.25,0.0491662
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.25,0.0502523
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.25,0.0522992
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.25,0.0561145
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.25,0.0631524
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.25,0.0764343
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.0499477
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.0506167
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.0516919
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.0537444
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.0575416
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.0645458
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.0778467
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0503419
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0510150
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0520932
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0541424
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0579332
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0649656
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0781910
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0470778
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0478362
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0489784
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0510585
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0549301
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0620402
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0752565
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.0352050
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0360558
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0373103
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0396436
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0437514
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0512251
