nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0279366
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0289966
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0302493
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0326001
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0368835
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0446073
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0585432
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.0301523
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.0311652
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.0324414
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.0347355
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.0389650
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.0465513
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.0604386
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0314002
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0324531
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0337093
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0360961
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0402143
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0478824
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0618716
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0288276
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0299675
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0313260
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0338728
