nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0364540
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0376562
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0389520
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0413570
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0457953
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0538258
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0681382
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0405845
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0417631
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0429999
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0453388
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0496583
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0575160
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0716968
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0474114
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0486145
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0498978
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0523073
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0567722
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0646841
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0786725
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0555668
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0568487
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0582494
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0609496
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0658679
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0744985
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0894376
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0654169
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0667957
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0683027
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0712176
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0767713
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0867667
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1043236
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.0749062
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.0764590
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,0.0786300
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,0.0819544
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,0.0883683
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,0.1002730
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,0.1210797
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,32, 0.0864117
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,32,0.0881304
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,32,0.0900225
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,32,0.0937620
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,32,0.1010594
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,32,0.1159299
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,32,0.1410531
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0240796
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0247114
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0255166
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0272622
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0312427
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0397519
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0576574
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,1, 0.0249476
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,1,0.0256534
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,1,0.0264375
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,1,0.0282103
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,1,0.0320366
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,1,0.0401322
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,1,0.0580751
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,2, 0.0319765
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,2,0.0323575
