nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0232919
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0239980
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0251189
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0272274
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0311116
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0381840
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0515487
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.25, 0.0262995
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.25,0.0270587
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.25,0.0282372
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.25,0.0304319
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.25,0.0343702
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.25,0.0414753
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.25,0.0547034
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0297836
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0306065
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0319637
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0343937
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0386316
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0462285
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0600529
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0337028
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0346323
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0361255
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0389110
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0439318
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0527896
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0678694
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0375160
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0385790
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0402989
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0435554
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0495442
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0600852
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0783181
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0409654
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0421514
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0440987
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0484725
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0554219
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0681846
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0902899
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0461622
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0474231
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0495202
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0536660
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0617285
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0778153
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1043292
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0122974
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0128518
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0138989
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0160330
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0204143
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0297374
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0494496
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.25, 0.0154010
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.25,0.0158739
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.25,0.0167692
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.25,0.0186914
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.25,0.0225441
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.25,0.0311748
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.25,0.0502754
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0215146
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0219980
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0229528
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0246815
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.5,0.0283396
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.5,0.0363009
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.5,0.0537716
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,1, 0.0334745
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,1,0.0339984
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,1,0.0349243
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,1,0.0367753
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,1,0.0402760
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,1,0.0479447
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,1,0.0648550
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,2, 0.0573342
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,2,0.0578367
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,2,0.0586850
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,2,0.0603155
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,2,0.0641568
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,2,0.0718671
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,2,0.0885795
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,4, 0.1044886
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,4,0.1050551
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,4,0.1060047
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,4,0.1078179
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,4,0.1115578
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,4,0.1194040
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,4,0.1363533
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,8, 0.1991785
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,8,0.1995564
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,8,0.2003228
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,8,0.2023660
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,8,0.2067500
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,8,0.2150942
