nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,1,0.0522289
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,2, 0.0333607
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,2,0.0339704
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,2,0.0346778
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,2,0.0361194
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,2,0.0395167
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,2,0.0465575
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,2,0.0623682
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,4, 0.0557002
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,4,0.0567007
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,4,0.0574703
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,4,0.0589657
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,4,0.0627500
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,4,0.0693152
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,4,0.0845113
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,8, 0.1001871
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,8,0.1007310
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,8,0.1014655
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,8,0.1032653
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,8,0.1071466
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,8,0.1140192
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,8,0.1308753
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,16, 0.1883569
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,16,0.1892588
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,16,0.1903187
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,16,0.1904253
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,16,0.1942200
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,16,0.2015416
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,16,0.2190177
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,0.1,0.0216159
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,0.1,0.0226347
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,0.1,0.0238443
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,0.1,0.0261135
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,0.1,0.0303225
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,0.1,0.0381973
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,0.1,0.0537452
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,0.5, 0.0264987
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,0.5,0.0275692
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,0.5,0.0288591
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,0.5,0.0312540
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,0.5,0.0355880
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,0.5,0.0433760
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,0.5,0.0586293
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,1, 0.0335309
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,1,0.0347630
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,1,0.0361622
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,1,0.0388388
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,1,0.0436918
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,1,0.0522820
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,1,0.0676184
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,2, 0.0441826
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,2,0.0454752
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,2,0.0471164
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,2,0.0501657
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,2,0.0557217
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,2,0.0658675
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,2,0.0829510
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,4, 0.0608369
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,4,0.0622969
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,4,0.0640867
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,4,0.0676310
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,4,0.0741672
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,4,0.0863064
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,4,0.1067855
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,8, 0.0893140
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,8,0.0909427
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,8,0.0929217
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,8,0.0968701
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,8,0.1047275
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,8,0.1185715
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,8,0.1439868
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,16, 0.1411226
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,16,0.1428678
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,16,0.1450565
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,16,0.1494369
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,16,0.1582099
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,16,0.1748499
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,16,0.2052324
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,0.1,0.0116310
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,0.1,0.0125229
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,0.1,0.0136597
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,0.1,0.0160403
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,0.1,0.0211984
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,0.1,0.0325204
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,0.1,0.0568985
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,0.5, 0.0155364
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,0.5,0.0161622
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,0.5,0.0171257
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,0.5,0.0192002
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,0.5,0.0237101
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,0.5,0.0340236
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,0.5,0.0574182
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,1, 0.0228975
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,1,0.0236347
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,1,0.0244980
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,1,0.0263116
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,1,0.0304988
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,1,0.0394704
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,1,0.0605751
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,2, 0.0364440
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,2,0.0370366
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,2,0.0377988
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,2,0.0397888
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,2,0.0437926
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,2,0.0521734
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,2,0.0711137
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,4, 0.0615844
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,4,0.0621690
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,4,0.0629471
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,4,0.0652559
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,4,0.0690375
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,4,0.0780526
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,4,0.0956266
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,8, 0.1102121
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,8,0.1108934
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,8,0.1115326
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,8,0.1130597
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,8,0.1173650
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,8,0.1264211
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,8,0.1446261
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,16, 0.2079415
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,16,0.2081459
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,16,0.2084709
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,16,0.2097182
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,16,0.2125581
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,16,0.2223311
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,16,0.2401635
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,0.1,0.0716763
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,0.1,0.0753702
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,0.1,0.0796433
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,0.1,0.0875268
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,0.1,0.1019961
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,0.1,0.1291824
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,0.1,0.1820422
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,0.5, 0.0812981
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,0.5,0.0849683
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,0.5,0.0892736
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,0.5,0.0971844
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,0.5,0.1117379
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,0.5,0.1389750
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,0.5,0.1917989
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,1, 0.1015390
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,1,0.1051420
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,1,0.1094650
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,1,0.1173716
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,1,0.1318947
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,1,0.1591126
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,1,0.2120296
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,2, 0.1415164
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,2,0.1452467
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,2,0.1495298
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,2,0.1573931
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,2,0.1717920
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,2,0.1988696
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,2,0.2517847
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,4, 0.2051117
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,4,0.2095726
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,4,0.2146387
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,4,0.2234321
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,4,0.2389268
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,4,0.2665625
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,4,0.3184182
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,8, 0.2961305
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,8,0.3022850
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,8,0.3090610
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,8,0.3202200
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,8,0.3385971
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,8,0.3687505
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,8,0.4216835
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.016,16, 0.4170540
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.032,16,0.4265105
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.064,16,0.4365546
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.128,16,0.4532925
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.256,16,0.4784010
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,0.512,16,0.5170637
0.750000,-40.000000,0.99,1,1,1,1,0,0,0,1.024,16,0.5758712
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,0.1,0.0417309
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,0.1,0.0465653
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,0.1,0.0525257
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,0.1,0.0642779
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,0.1,0.0881959
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,0.1,0.1375316
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,0.1,0.2379242
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,0.5, 0.0418686
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,0.5,0.0465889
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,0.5,0.0524540
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,0.5,0.0642307
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,0.5,0.0883257
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,0.5,0.1376777
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,0.5,0.2377901
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,1, 0.0419919
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,1,0.0466986
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,1,0.0526122
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,1,0.0645411
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,1,0.0885210
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,1,0.1375012
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,1,0.2378310
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,2, 0.0458558
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,2,0.0502217
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,2,0.0556363
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,2,0.0666421
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,2,0.0898282
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,2,0.1382256
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,2,0.2383062
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,4, 0.0648889
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,4,0.0682309
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,4,0.0727881
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,4,0.0821009
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,4,0.1027455
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,4,0.1458618
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,4,0.2418055
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,8, 0.1028964
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,8,0.1058031
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,8,0.1090703
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,8,0.1172121
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,8,0.1338055
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,8,0.1711997
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,8,0.2583121
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.016,16, 0.1738405
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.032,16,0.1761691
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.064,16,0.1806540
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.128,16,0.1858503
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.256,16,0.2002401
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,0.512,16,0.2320686
0.750000,-40.000000,0.99,1,1,1,0,1,0,0,1.024,16,0.3048126
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,0.1,0.0978568
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,0.1,0.1021572
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,0.1,0.1068712
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,0.1,0.1149231
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,0.1,0.1282833
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,0.1,0.1500173
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,0.1,0.1874521
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,0.5, 0.1088067
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,0.5,0.1130873
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,0.5,0.1178959
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,0.5,0.1260318
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,0.5,0.1393193
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,0.5,0.1610746
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,0.5,0.1983575
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,1, 0.1314512
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,1,0.1358134
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,1,0.1405540
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,1,0.1486212
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,1,0.1621007
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,1,0.1838457
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,1,0.2214680
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,2, 0.1782099
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,2,0.1825385
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,2,0.1873201
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,2,0.1955121
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,2,0.2090447
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,2,0.2308721
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,2,0.2685100
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,4, 0.2714731
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,4,0.2765647
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,4,0.2817886
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,4,0.2904842
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,4,0.3044073
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,4,0.3273414
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,4,0.3647642
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.016,8, 0.4272690
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.032,8,0.4350564
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.064,8,0.4435032
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.128,8,0.4569501
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.256,8,0.4778887
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,0.512,8,0.5066428
0.750000,-40.000000,0.99,1,1,1,0,0,1,0,1.024,8,0.5489347
