nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.1,0.0281949
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.1,0.0291846
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.1,0.0303774
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.1,0.0326093
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.1,0.0367425
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.1,0.0442632
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.1,0.0580288
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.5, 0.0305184
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.5,0.0314947
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.5,0.0326724
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.5,0.0348252
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.5,0.0388782
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.5,0.0462437
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.5,0.0598857
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,1, 0.0317476
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,1,0.0328094
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,1,0.0340293
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,1,0.0362591
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,1,0.0403962
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,1,0.0478732
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,1,0.0616768
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,2, 0.0301945
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,2,0.0312975
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,2,0.0326235
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,2,0.0351438
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,2,0.0397247
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,2,0.0480326
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,2,0.0624943
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,4, 0.0211963
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,4,0.0224005
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,4,0.0238738
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,4,0.0267019
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,4,0.0320420
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,4,0.0415450
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,4,0.0581855
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,8, -0.0043414
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,8,-0.0029577
