nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0160000,0.0859545
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0160000,0.0894804
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0160000,0.0965658
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0160000,0.0995648
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0160000,0.1088035
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0160000,0.1156072
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0160000,0.1135896
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0320000, 0.0824672
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0320000,0.0860907
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0320000,0.0928791
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0320000,0.0960655
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0320000,0.1053281
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0320000,0.1082318
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0320000,0.1063348
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0640000, 0.0828397
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0640000,0.0865371
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0640000,0.0896255
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0640000,0.0965151
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0640000,0.1019243
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0640000,0.1047244
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0640000,0.1068663
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.1280000, 0.0840684
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.1280000,0.0838466
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.1280000,0.0910725
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.1280000,0.0976563
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.1280000,0.1031221
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.1280000,0.1060496
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.1280000,0.1038155
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.2560000, 0.0904322
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.2560000,0.0939958
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.2560000,0.0971178
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.2560000,0.1040200
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.2560000,0.1092776
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.2560000,0.1161787
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.2560000,0.1103727
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.5120000, 0.1031598
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.5120000,0.1067835
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.5120000,0.1138136
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.5120000,0.1206538
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.5120000,0.1221026
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.5120000,0.1322879
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.5120000,0.1307949
0.850000,125.000000,1.01,1,1,1,0,0.0160000,1.0240000, 0.1442399
0.850000,125.000000,1.01,1,1,1,0,0.0320000,1.0240000,0.1478636
0.850000,125.000000,1.01,1,1,1,0,0.0640000,1.0240000,0.1548937
0.850000,125.000000,1.01,1,1,1,0,0.1280000,1.0240000,0.1578277
0.850000,125.000000,1.01,1,1,1,0,0.2560000,1.0240000,0.1866202
0.850000,125.000000,1.01,1,1,1,0,0.5120000,1.0240000,0.1660391
0.850000,125.000000,1.01,1,1,1,0,1.0240000,1.0240000,0.1796875
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0160000,0.0547381
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0160000,0.0584213
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0160000,0.0653772
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0160000,0.0799549
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0160000,0.0970848
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0160000,0.1195135
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0160000,0.1565584
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0320000, 0.0510839
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0320000,0.0585769
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0320000,0.0655377
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0320000,0.0762818
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0320000,0.0935640
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0320000,0.1199176
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0320000,0.1528584
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0640000, 0.0516438
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0640000,0.0552885
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0640000,0.0623946
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0640000,0.0764541
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0640000,0.0941783
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0640000,0.1166096
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0640000,0.1537185
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.1280000, 0.0488953
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.1280000,0.0526129
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.1280000,0.0637100
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.1280000,0.0742345
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.1280000,0.0954720
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.1280000,0.1179683
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.1280000,0.1550388
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.2560000, 0.0552580
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.2560000,0.0588862
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.2560000,0.0660701
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.2560000,0.0805825
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.2560000,0.1015215
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.2560000,0.1241472
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.2560000,0.1612734
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.5120000, 0.0679867
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.5120000,0.0716138
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.5120000,0.0786340
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.5120000,0.0933101
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.5120000,0.1142901
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.5120000,0.1366466
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.5120000,0.1816450
0.850000,125.000000,1.01,1,1,0,1,0.0160000,1.0240000, 0.1090668
0.850000,125.000000,1.01,1,1,0,1,0.0320000,1.0240000,0.1126939
0.850000,125.000000,1.01,1,1,0,1,0.0640000,1.0240000,0.1197142
0.850000,125.000000,1.01,1,1,0,1,0.1280000,1.0240000,0.1343902
