nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.1,0.0370619
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.1,0.0382116
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.1,0.0394746
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.1,0.0418876
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.1,0.0463454
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.1,0.0543385
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.1,0.0686820
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,1, 0.0398990
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,1,0.0410266
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,1,0.0422466
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,1,0.0444642
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,1,0.0487646
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,1,0.0566025
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,1,0.0708271
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,2, 0.0429942
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,2,0.0441231
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,2,0.0453332
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,2,0.0476697
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,2,0.0519855
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,2,0.0597862
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,2,0.0738835
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,4, 0.0435286
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,4,0.0447195
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,4,0.0460088
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,4,0.0484929
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,4,0.0533655
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,4,0.0614708
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,4,0.0759773
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,8, 0.0369870
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,8,0.0382789
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,8,0.0396912
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,8,0.0428373
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,8,0.0478796
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,8,0.0571167
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,8,0.0737307
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,16, 0.0135594
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,16,0.0149643
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,16,0.0165827
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,16,0.0197325
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,16,0.0256589
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,16,0.0371355
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,16,0.0563071
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,32, -0.0448503
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,32,-0.0432470
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,32,-0.0414775
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,32,-0.0379628
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,32,-0.0311115
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,32,-0.0182063
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,32,0.0060816
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.1,0.0268164
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.1,0.0274663
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.1,0.0282208
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.1,0.0300852
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.1,0.0339464
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.1,0.0423109
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.1,0.0600099
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,1, 0.0278070
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,1,0.0285094
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,1,0.0293439
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,1,0.0311602
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,1,0.0349222
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,1,0.0429939
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,1,0.0604718
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,2, 0.0342693
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,2,0.0347827
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,2,0.0354153
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,2,0.0369695
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,2,0.0400069
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,2,0.0472240
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,2,0.0636800
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,4, 0.0465244
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,4,0.0468881
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,4,0.0474634
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,4,0.0487282
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,4,0.0517356
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,4,0.0579775
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,4,0.0725793
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,8, 0.0692346
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,8,0.0698154
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,8,0.0704576
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,8,0.0722736
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,8,0.0748621
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,8,0.0805571
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,8,0.0941219
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,16, 0.1125799
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,16,0.1126725
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,16,0.1135702
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,16,0.1143470
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,16,0.1175134
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,16,0.1248094
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,16,0.1377501
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,32, 0.1948154
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,32,0.1954362
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,32,0.1961045
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,32,0.1974268
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,32,0.2001425
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,32,0.2067286
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,32,0.2222784
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.1,0.0374812
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.1,0.0387561
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.1,0.0401484
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.1,0.0428368
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.1,0.0478475
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.1,0.0569702
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.1,0.0733899
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,1, 0.0438079
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,1,0.0450550
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,1,0.0464170
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,1,0.0490252
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,1,0.0539233
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,1,0.0628471
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,1,0.0791150
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,2, 0.0563257
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,2,0.0575542
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,2,0.0589028
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,2,0.0616225
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,2,0.0665328
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,2,0.0753141
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,2,0.0912185
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,4, 0.0751537
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,4,0.0764434
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,4,0.0778738
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,4,0.0806587
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,4,0.0860105
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,4,0.0958553
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,4,0.1132893
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,8, 0.1047621
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,8,0.1062118
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,8,0.1077556
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,8,0.1107699
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,8,0.1166552
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,8,0.1280238
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,8,0.1473457
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,16, 0.1527045
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,16,0.1542928
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,16,0.1560406
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,16,0.1595069
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,16,0.1661665
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,16,0.1787072
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,16,0.2020557
