nom_voltage,nom_temperature,nom_process,related_pin A,related_pin B,related_pin CI,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.512,4,0.0564144
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,1.024,4,0.0729599
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.016,8, 0.0590021
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.032,8,0.0597132
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.064,8,0.0605868
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.128,8,0.0620858
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.256,8,0.0648022
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.512,8,0.0720524
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,1.024,8,0.0870229
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.016,16, 0.0878375
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.032,16,0.0885377
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.064,16,0.0905082
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.128,16,0.0924271
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.256,16,0.0958797
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,0.512,16,0.1017222
0.850000,125.000000,1.01,1,0,0,1,1,0,0,1,0,0,1.024,16,0.1165506
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,0.1,0.0837869
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,0.1,0.0851199
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,0.1,0.0867542
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,0.1,0.0899123
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,0.1,0.0955294
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,0.1,0.1053658
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,0.1,0.1227345
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,0.5, 0.0853840
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,0.5,0.0867163
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,0.5,0.0883520
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,0.5,0.0915085
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,0.5,0.0971183
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,0.5,0.1069515
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,0.5,0.1243054
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,1, 0.0889315
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,1,0.0902544
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,1,0.0918669
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,1,0.0949321
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,1,0.1005603
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,1,0.1104828
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,1,0.1277869
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,2, 0.0947950
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,2,0.0961543
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,2,0.0978296
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,2,0.1009911
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,2,0.1068040
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,2,0.1168531
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,2,0.1342619
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,4, 0.1014801
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,4,0.1028597
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,4,0.1045588
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,4,0.1078541
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,4,0.1138613
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,4,0.1245384
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,4,0.1426178
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,8, 0.1040278
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,8,0.1054618
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,8,0.1072308
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,8,0.1106644
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,8,0.1172061
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,8,0.1287035
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,8,0.1484257
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,16, 0.0937869
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,16,0.0953208
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,16,0.0973645
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,16,0.1008985
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,16,0.1080569
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,16,0.1206449
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,16,0.1430097
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.1,0.0307020
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.1,0.0311717
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.1,0.0319620
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.1,0.0338908
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.1,0.0381283
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.1,0.0473752
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.1,0.0686540
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.5, 0.0308355
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.5,0.0313329
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.5,0.0320640
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.5,0.0340255
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.5,0.0382428
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.5,0.0474853
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.5,0.0687988
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,1, 0.0317021
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,1,0.0322730
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,1,0.0331050
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,1,0.0348931
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,1,0.0389113
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,1,0.0480980
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,1,0.0692693
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,2, 0.0351786
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,2,0.0357616
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,2,0.0365888
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,2,0.0383528
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,2,0.0423475
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,2,0.0512100
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,2,0.0714462
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,4, 0.0429977
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,4,0.0437053
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,4,0.0445359
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,4,0.0462754
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,4,0.0501274
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,4,0.0582865
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,4,0.0777046
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,8, 0.0594357
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,8,0.0594915
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,8,0.0602670
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,8,0.0621479
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,8,0.0655094
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,8,0.0743264
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,8,0.0916171
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,16, 0.0883408
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,16,0.0885434
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,16,0.0885434
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,16,0.0902358
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,16,0.0940759
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,16,0.1017984
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,16,0.1198102
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.1,0.0444617
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.1,0.0456904
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.1,0.0471588
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.1,0.0499976
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.1,0.0550035
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.1,0.0639477
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.1,0.0796226
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.5, 0.0464015
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.5,0.0476052
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.5,0.0490808
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.5,0.0518200
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.5,0.0567835
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.5,0.0656457
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.5,0.0813170
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,1, 0.0499804
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,1,0.0511787
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,1,0.0526303
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,1,0.0553996
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,1,0.0604241
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,1,0.0692534
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,1,0.0847543
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,2, 0.0537536
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,2,0.0549701
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,2,0.0566952
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,2,0.0595073
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,2,0.0646925
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,2,0.0738268
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,2,0.0898562
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,4, 0.0548277
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,4,0.0561236
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,4,0.0577104
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,4,0.0611051
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,4,0.0666719
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,4,0.0766306
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,4,0.0939451
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,8, 0.0468239
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,8,0.0482040
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,8,0.0499115
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,8,0.0532333
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,8,0.0595181
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,8,0.0715217
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,8,0.0908176
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,16, 0.0181019
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,16,0.0195707
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,16,0.0213978
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,16,0.0250068
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,16,0.0320033
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,16,0.0451001
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,16,0.0682248
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.1,0.0287670
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.1,0.0293950
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.1,0.0302993
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.1,0.0322207
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.1,0.0364592
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.1,0.0452077
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.1,0.0640520
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.5, 0.0290438
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.5,0.0296097
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.5,0.0304907
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.5,0.0324228
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.5,0.0366794
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.5,0.0454946
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.5,0.0642484
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,1, 0.0323884
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,1,0.0330033
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,1,0.0338167
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,1,0.0356017
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,1,0.0396137
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,1,0.0478800
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,1,0.0659930
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,2, 0.0417130
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,2,0.0422709
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,2,0.0431375
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,2,0.0449021
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,2,0.0484734
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,2,0.0563957
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,2,0.0734064
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,4, 0.0598830
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,4,0.0605452
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,4,0.0614213
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,4,0.0631567
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,4,0.0667649
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,4,0.0741117
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,4,0.0904642
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,8, 0.0938819
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,8,0.0944215
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,8,0.0950978
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,8,0.0965718
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,8,0.1003597
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,8,0.1086852
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,8,0.1241842
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,16, 0.1573969
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,16,0.1579383
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,16,0.1586745
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,16,0.1603846
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,16,0.1635541
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,16,0.1717151
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,16,0.1890056
0.850000,125.000000,1.01,0,1,0,1,0,1,0,0,1,0,0.016,0.1,0.0435219
