nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type rising_edge,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,8,0.1260075
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,8,0.1279997
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,8,0.1319017
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,8,0.1392570
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,8,0.1526344
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,8,0.1755320
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.1,0.0349496
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.1,0.0355363
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.1,0.0368691
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.1,0.0394021
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.1,0.0446839
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.1,0.0553388
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.1,0.0767069
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.25, 0.0349836
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.25,0.0355641
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.25,0.0368953
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.25,0.0394120
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.25,0.0447024
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.25,0.0553803
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.25,0.0767439
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.5, 0.0352724
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.5,0.0358847
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.5,0.0371438
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.5,0.0397572
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.5,0.0449858
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.5,0.0556657
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.5,0.0769701
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,1, 0.0378238
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,1,0.0383382
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,1,0.0395925
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,1,0.0419370
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,1,0.0470105
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,1,0.0574254
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,1,0.0783353
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,2, 0.0441767
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,2,0.0446471
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,2,0.0455788
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,2,0.0479068
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,2,0.0526682
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,2,0.0624088
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,2,0.0824965
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,4, 0.0582478
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,4,0.0585448
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,4,0.0592819
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,4,0.0613426
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,4,0.0652652
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,4,0.0741045
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,4,0.0923172
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,8, 0.0854376
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,8,0.0855672
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,8,0.0863592
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,8,0.0879894
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,8,0.0909597
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,8,0.0977247
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,8,0.1125656
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.1,0.3524450
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.1,0.3572654
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.1,0.3645732
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.1,0.3774049
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.1,0.3995383
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.1,0.4364091
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.1,0.5002040
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.25, 0.3621242
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.25,0.3668018
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.25,0.3740759
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.25,0.3872957
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.25,0.4092202
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.25,0.4462071
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.25,0.5099836
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.5, 0.3820977
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.5,0.3869040
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.5,0.3940987
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.5,0.4070347
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.5,0.4293277
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.5,0.4661578
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.5,0.5299266
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,1, 0.4234637
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,1,0.4282535
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,1,0.4355730
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,1,0.4483250
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,1,0.4707857
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,1,0.5075059
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,1,0.5713059
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,2, 0.4988211
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,2,0.5036372
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,2,0.5111148
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,2,0.5241376
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,2,0.5461632
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,2,0.5829857
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,2,0.6467546
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,4, 0.6182976
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,4,0.6232331
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,4,0.6305083
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,4,0.6433520
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,4,0.6656409
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,4,0.7024778
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,4,0.7663817
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,8, 0.7932912
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,8,0.7980189
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,8,0.8055523
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,8,0.8185866
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,8,0.8403666
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,8,0.8775103
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,8,0.9412040
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.1,0.0855360
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.1,0.0900424
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.1,0.0969462
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.1,0.1108180
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.1,0.1376145
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.1,0.1882531
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.1,0.2820854
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.25, 0.0856834
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.25,0.0900115
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.25,0.0973080
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.25,0.1110860
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.25,0.1373283
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.25,0.1881783
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.25,0.2820069
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.5, 0.0856281
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.5,0.0901221
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.5,0.0972794
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.5,0.1109210
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.5,0.1374984
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.5,0.1879819
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.5,0.2820234
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,1, 0.0855060
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,1,0.0900515
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,1,0.0972947
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,1,0.1110314
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,1,0.1375252
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,1,0.1880521
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,1,0.2820389
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,2, 0.0856750
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,2,0.0901407
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,2,0.0971646
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,2,0.1110945
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,2,0.1375684
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,2,0.1880337
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,2,0.2820372
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,4, 0.0858051
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,4,0.0901510
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,4,0.0974163
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,4,0.1109151
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,4,0.1376103
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,4,0.1882940
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,4,0.2821058
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,8, 0.0856616
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,8,0.0902710
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,8,0.0973408
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,8,0.1110504
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,8,0.1374124
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,8,0.1881379
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,8,0.2820235
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.1,0.4944443
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.1,0.5050964
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.1,0.5209793
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.1,0.5477589
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.1,0.5902597
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.1,0.6528619
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.1,0.7385820
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.25, 0.5040892
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.25,0.5147331
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.25,0.5305972
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.25,0.5575405
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.25,0.5999988
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.25,0.6625509
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.25,0.7480873
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.5, 0.5235555
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.5,0.5344204
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.5,0.5503147
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.5,0.5771926
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.5,0.6197187
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.5,0.6822082
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.5,0.7677699
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,1, 0.5643478
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,1,0.5752121
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,1,0.5911057
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,1,0.6179824
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,1,0.6605067
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,1,0.7229944
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,1,0.8085565
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,2, 0.6409643
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,2,0.6515638
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,2,0.6674470
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,2,0.6942359
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,2,0.7367212
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,2,0.7993249
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,2,0.8850358
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,4, 0.7678668
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,4,0.7785280
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,4,0.7943606
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,4,0.8213507
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,4,0.8637854
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,4,0.9264352
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,4,1.0121290
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,8, 0.9617853
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,8,0.9724556
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,8,0.9883747
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,8,1.0152162
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,8,1.0576994
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,8,1.1206454
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,8,1.2063508
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.1,0.1939383
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,0.1,0.2006657
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,0.1,0.2110618
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,0.1,0.2284818
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,0.1,0.2566193
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,0.1,0.2899772
