nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0160000,0.0391749
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0160000,0.0386496
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0160000,0.0459493
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0160000,0.0522361
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0160000,0.0612181
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0160000,0.0719986
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0160000,0.0784332
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0320000, 0.0354505
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0320000,0.0389351
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0320000,0.0423472
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0320000,0.0488161
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0320000,0.0577087
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0320000,0.0688152
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0320000,0.0747336
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0640000, 0.0360778
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0640000,0.0357706
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0640000,0.0429772
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0640000,0.0497425
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0640000,0.0591156
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0640000,0.0659063
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0640000,0.0677895
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.1280000, 0.0371792
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.1280000,0.0406986
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.1280000,0.0441024
