nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0274173
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0285954
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0297721
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0319493
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0359961
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0433131
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0476404
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8,  0.0312277
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0324240
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0335611
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0357037
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0396039
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0466895
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0509245
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16,  0.0354907
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0367463
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0379618
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0402430
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0443869
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0517770
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0560606
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,32,  0.0391606
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,32,0.0405222
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,32,0.0420892
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,32,0.0445931
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,32,0.0492327
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,32,0.0574641
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,32,0.0621576
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,64,  0.0403139
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,64,0.0418616
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,64,0.0433809
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,64,0.0463326
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,64,0.0518214
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,64,0.0615953
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,64,0.0674163
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,128,  0.0358489
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,128,0.0375473
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,128,0.0392500
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,128,0.0431384
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,128,0.0494031
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,128,0.0611968
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,128,0.0680110
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,168,  0.0203872
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,168,0.0222482
