nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0051718
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0063877
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0077373
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0101310
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0141199
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0206203
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0334550
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0059759
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0075141
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0093156
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0123438
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0173124
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0255625
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0387416
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0069497
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0087359
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,1,0.0107387
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,1,0.0145890
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,1,0.0209142
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,1,0.0315736
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,1,0.0486233
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,2, 0.0081532
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,2,0.0100825
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,2,0.0125038
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,2,0.0170980
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,2,0.0252252
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,2,0.0383112
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,2,0.0599671
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,4, 0.0102287
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,4,0.0122943
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,4,0.0150290
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,4,0.0198695
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,4,0.0295689
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,4,0.0456855
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,4,0.0734774
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, 0.0143973
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,0.0167828
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,0.0189895
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,0.0249218
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,8,0.0350223
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,8,0.0536070
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,8,0.0875290
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,16, 0.0220045
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,16,0.0247195
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,16,0.0266401
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,16,0.0325559
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,16,0.0433913
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,16,0.0635519
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,16,0.1034727
