nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0339399
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0347787
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0360782
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0385597
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0429889
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0508779
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0650214
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.25, 0.0348521
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.25,0.0356770
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.25,0.0369890
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.25,0.0394340
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.25,0.0437253
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.25,0.0516231
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.25,0.0657768
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0355063
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0363600
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0377165
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0402427
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0447532
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0527963
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0671583
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0349158
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0358224
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0372725
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0400029
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0449671
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0532426
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.0683797
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.0291201
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.0300928
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.0316693
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.0348690
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.0403639
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.0501000
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.0665183
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.0109841
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.0120467
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.0137915
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.0171390
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.0239124
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.0350741
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.0543262
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, -0.0328352
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,-0.0316581
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,-0.0297878
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,-0.0260145
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,-0.0185765
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,-0.0050610
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.0181338
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0184676
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0190280
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.1,0.0200971
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.1,0.0222126
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.1,0.0265375
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.1,0.0352986
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.1,0.0538562
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.25, 0.0195484
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.25,0.0200727
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.25,0.0211260
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.25,0.0231066
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.25,0.0273474
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.25,0.0359264
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.25,0.0543049
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.5, 0.0229808
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.5,0.0234951
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.5,0.0245443
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.5,0.0264879
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.5,0.0305666
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.5,0.0386661
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.5,0.0566120
