nom_voltage,nom_temperature,nom_process,related_pin AP,related_pin INOUT1,timing_type three_state_enable,timing_type three_state_disable,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,1.03462,0.0018454
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,1.03462,0.0031557
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,1.03462,0.0044943
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,1.03462,0.0066481
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,1.03462,0.0099985
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,1.03462,0.0151411
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,1.03462,0.0235557
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,1.43462, -0.0010989
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,1.43462,0.0009476
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,1.43462,0.0030152
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,1.43462,0.0062667
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,1.43462,0.0112227
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,1.43462,0.0184146
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,1.43462,0.0290029
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,1.93462, -0.0101378
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,1.93462,-0.0067618
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,1.93462,-0.0033844
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,1.93462,0.0018273
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,1.93462,0.0093377
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,1.93462,0.0200500
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,1.93462,0.0351272
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,2.93462, -0.0332573
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,2.93462,-0.0279214
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,2.93462,-0.0220007
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,2.93462,-0.0134590
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,2.93462,-0.0011466
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,2.93462,0.0153089
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,2.93462,0.0375037
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,4.93462, -0.0908342
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,4.93462,-0.0798231
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,4.93462,-0.0700431
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,4.93462,-0.0553737
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,4.93462,-0.0349591
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,4.93462,-0.0076397
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,4.93462,0.0273586
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,8.93462, -0.2261457
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,8.93462,-0.2063891
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,8.93462,-0.1873645
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,8.93462,-0.1603599
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,8.93462,-0.1239759
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,8.93462,-0.0769498
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,8.93462,-0.0207173
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,16.9346, -0.5417926
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,16.9346,-0.5017937
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,16.9346,-0.4647266
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,16.9346,-0.4109109
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,16.9346,-0.3452823
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,16.9346,-0.2603706
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,16.9346,-0.1680672
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,1.03462,0.0115400
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,1.03462,0.0125837
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,1.03462,0.0137440
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,1.03462,0.0157717
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,1.03462,0.0188358
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,1.03462,0.0258034
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,1.03462,0.0420510
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,1.43462, 0.0191328
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,1.43462,0.0207950
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,1.43462,0.0223606
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,1.43462,0.0250366
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,1.43462,0.0295416
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,1.43462,0.0361209
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,1.43462,0.0497272
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,1.93462, 0.0335054
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,1.93462,0.0352678
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,1.93462,0.0377992
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,1.93462,0.0414051
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,1.93462,0.0480366
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,1.93462,0.0570918
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,1.93462,0.0707378
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,2.93462, 0.0606396
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,2.93462,0.0629868
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,2.93462,0.0659011
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,2.93462,0.0706635
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,2.93462,0.0788577
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,2.93462,0.0929269
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,2.93462,0.1119521
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,4.93462, 0.1153197
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,4.93462,0.1176295
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,4.93462,0.1194394
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,4.93462,0.1257410
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,4.93462,0.1362782
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,4.93462,0.1535086
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,4.93462,0.1827796
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,8.93462, 0.2109589
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,8.93462,0.2200591
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,8.93462,0.2274505
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,8.93462,0.2333792
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,8.93462,0.2449183
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,8.93462,0.2659002
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,8.93462,0.3035582
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,16.9346, 0.3667527
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,16.9346,0.3939616
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,16.9346,0.4156231
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,16.9346,0.4391577
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,16.9346,0.4613951
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,16.9346,0.4842818
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,16.9346,0.5288813
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,1.03462,0.0001581
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,1.03462,0.0017485
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,1.03462,0.0034494
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,1.03462,0.0062024
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,1.03462,0.0103625
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,1.03462,0.0163312
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,1.03462,0.0261366
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,1.43462, -0.0051026
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,1.43462,-0.0027330
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,1.43462,-0.0001875
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,1.43462,0.0038330
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,1.43462,0.0100968
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,1.43462,0.0190701
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,1.43462,0.0314711
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,1.93462, -0.0181373
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,1.93462,-0.0146787
