nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0086349
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0097617
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0114565
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0144705
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0195145
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0294023
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0494091
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.25, 0.0111130
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.25,0.0125311
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.25,0.0146687
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.25,0.0184418
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.25,0.0249037
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.25,0.0354674
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.25,0.0550709
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.5, 0.0150157
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.5,0.0166131
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.5,0.0193281
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.5,0.0240784
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.5,0.0322104
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.5,0.0455901
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.5,0.0673176
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,1, 0.0214440
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,1,0.0235725
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,1,0.0265123
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,1,0.0323111
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,1,0.0425906
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,1,0.0599889
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,1,0.0873255
