nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type hold_rising,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0160000,-0.0664840
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0160000,-0.0701040
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0160000,-0.0769684
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0160000,-0.0799393
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0160000,-0.0892729
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0160000,-0.0918736
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0160000,-0.0901527
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0320000, -0.0667550
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0320000,-0.0704261
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0320000,-0.0733852
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0320000,-0.0802706
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0320000,-0.0857442
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0320000,-0.0922994
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0320000,-0.0903464
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0640000, -0.0672568
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0640000,-0.0708846
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0640000,-0.0739673
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0640000,-0.0803503
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0640000,-0.0858263
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0640000,-0.0931467
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0640000,-0.0873052
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.1280000, -0.0685216
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.1280000,-0.0721556
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.1280000,-0.0754460
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.1280000,-0.0820338
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.1280000,-0.0873882
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.1280000,-0.0943358
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.1280000,-0.0924905
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.2560000, -0.0748071
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.2560000,-0.0784114
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.2560000,-0.0816674
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.2560000,-0.0882198
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.2560000,-0.0936202
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.2560000,-0.0968399
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.2560000,-0.0946681
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.5120000, -0.0836284
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.5120000,-0.0871946
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.5120000,-0.0903755
