nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,16,0.2168854
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,16,0.2197381
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,16,0.2291241
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,16,0.2466383
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.1,0.0267369
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.1,0.0280980
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.1,0.0297198
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.1,0.0327065
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.1,0.0380746
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.1,0.0475727
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.1,0.0647163
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.5, 0.0308831
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.5,0.0322224
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.5,0.0338288
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.5,0.0367727
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.5,0.0420054
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.5,0.0513068
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.5,0.0683098
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,1, 0.0364332
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,1,0.0378300
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,1,0.0395007
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,1,0.0426422
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,1,0.0483178
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,1,0.0581534
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,1,0.0753293
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,2, 0.0429978
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,2,0.0444620
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,2,0.0462731
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,2,0.0497655
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,2,0.0560069
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,2,0.0669506
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,2,0.0857223
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,4, 0.0493903
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,4,0.0510639
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,4,0.0529726
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,4,0.0567122
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,4,0.0638148
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,4,0.0764427
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,4,0.0980873
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,8, 0.0545621
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,8,0.0563556
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,8,0.0584014
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,8,0.0624455
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,8,0.0703514
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,8,0.0851749
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,8,0.1107750
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,16, 0.0567512
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,16,0.0584916
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,16,0.0606634
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,16,0.0650038
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,16,0.0736262
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,16,0.0903052
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,16,0.1211526
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.1,0.0167596
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.1,0.0175665
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.1,0.0188126
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.1,0.0213723
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.1,0.0267163
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.1,0.0380513
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.1,0.0623154
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.5, 0.0192900
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.5,0.0199853
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.5,0.0210799
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.5,0.0233763
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.5,0.0282893
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.5,0.0390173
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.5,0.0628024
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,1, 0.0269337
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,1,0.0275626
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,1,0.0284122
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,1,0.0304245
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,1,0.0347666
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,1,0.0442982
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,1,0.0662644
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,2, 0.0413767
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,2,0.0418305
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,2,0.0425097
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,2,0.0444675
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,2,0.0482603
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,2,0.0569346
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,2,0.0768956
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,4, 0.0671578
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,4,0.0678204
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,4,0.0685306
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,4,0.0703427
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,4,0.0738545
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,4,0.0828832
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,4,0.1008847
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,8, 0.1165854
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,8,0.1173237
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,8,0.1174857
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,8,0.1182489
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,8,0.1220066
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,8,0.1309326
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,8,0.1500816
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,16, 0.2126103
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,16,0.2129747
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,16,0.2134589
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,16,0.2144579
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,16,0.2166013
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,16,0.2247104
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,16,0.2448124
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.1,0.0508760
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.1,0.0521609
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.1,0.0536550
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.1,0.0565916
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.1,0.0616250
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.1,0.0704621
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.1,0.0858332
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.5, 0.0530259
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.5,0.0542812
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.5,0.0558120
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.5,0.0586120
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.5,0.0636712
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.5,0.0724577
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.5,0.0879019
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,1, 0.0562440
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,1,0.0575103
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,1,0.0590137
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,1,0.0618182
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,1,0.0668084
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,1,0.0754976
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,1,0.0908109
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,2, 0.0609970
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,2,0.0622888
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,2,0.0638651
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,2,0.0667634
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,2,0.0717321
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,2,0.0803983
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,2,0.0956966
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,4, 0.0673587
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,4,0.0686685
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,4,0.0702337
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,4,0.0731630
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,4,0.0784866
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,4,0.0875460
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,4,0.1031611
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,8, 0.0741138
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,8,0.0755138
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,8,0.0772046
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,8,0.0803798
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,8,0.0861047
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,8,0.0963008
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,8,0.1130696
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,16, 0.0788457
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,16,0.0803021
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,16,0.0823076
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,16,0.0857740
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,16,0.0921739
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,16,0.1038153
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,16,0.1229653
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,0.1,0.0250519
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,0.1,0.0257425
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,0.1,0.0267775
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,0.1,0.0289837
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,0.1,0.0332369
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,0.1,0.0420797
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,0.1,0.0604054
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,0.5, 0.0249689
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,0.5,0.0258050
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,0.5,0.0268292
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,0.5,0.0288927
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,0.5,0.0332344
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,0.5,0.0421593
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,0.5,0.0605291
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,1, 0.0253830
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,1,0.0260974
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,1,0.0271205
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,1,0.0291960
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,1,0.0335769
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,1,0.0423543
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,1,0.0606756
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,2, 0.0281108
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,2,0.0288596
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,2,0.0299392
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,2,0.0318323
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,2,0.0361709
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,2,0.0445150
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,2,0.0622148
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,4, 0.0350086
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,4,0.0357625
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,4,0.0367290
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,4,0.0386782
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,4,0.0427911
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,4,0.0507708
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,4,0.0674996
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,8, 0.0496520
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,8,0.0503312
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,8,0.0512380
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,8,0.0531608
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,8,0.0569078
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,8,0.0648867
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,8,0.0810572
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,16, 0.0773574
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,16,0.0781165
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,16,0.0797745
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,16,0.0817284
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,16,0.0856830
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,16,0.0934614
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,16,0.1095526
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.016,0.1,0.0448141
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.032,0.1,0.0461983
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.064,0.1,0.0478041
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.128,0.1,0.0507450
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.256,0.1,0.0560994
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.512,0.1,0.0655725
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,1.024,0.1,0.0826641
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.016,0.5, 0.0476274
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.032,0.5,0.0489727
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.064,0.5,0.0505729
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.128,0.5,0.0535231
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.256,0.5,0.0588229
