nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0393939
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0406102
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0419388
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0444205
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0490548
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0571152
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0715132
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0434345
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0446446
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0459354
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0483803
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0528411
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0607992
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0751191
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0507560
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0519712
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0532820
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0557716
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0602753
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0681632
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0821972
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0594659
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0607472
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0621461
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0648557
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0696101
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0780188
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0925482
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0693876
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0707377
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0722151
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0753627
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0807589
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0901115
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1064791
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.0798131
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.0812956
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,16,0.0829237
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,16,0.0861209
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,16,0.0921670
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,16,0.1034831
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,16,0.1220940
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,32, 0.0889689
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,32,0.0905574
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,32,0.0923103
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,32,0.0957695
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,32,0.1024810
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,32,0.1151074
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,32,0.1373459
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0255571
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0262490
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0270609
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0288345
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0327515
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0408521
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0582281
