nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0059695
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0072546
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0085107
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0107056
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0144430
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0206610
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0330167
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,2, 0.0075532
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,2,0.0090538
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,2,0.0107206
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,2,0.0133809
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,2,0.0181018
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,2,0.0258906
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,2,0.0385891
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,4, 0.0098705
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,4,0.0117974
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,4,0.0135870
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,4,0.0169102
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,4,0.0229192
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,4,0.0328615
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,4,0.0488705
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, 0.0142552
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,0.0161567
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,0.0182673
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,0.0221946
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,8,0.0295988
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,8,0.0420019
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,8,0.0623129
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,16, 0.0222329
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,16,0.0247753
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,16,0.0268746
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,16,0.0310531
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,16,0.0392563
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,16,0.0547570
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,16,0.0801476
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,32, 0.0390162
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,32,0.0414822
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,32,0.0434035
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,32,0.0473971
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,32,0.0563895
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,32,0.0746749
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,32,0.1038274
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,64, 0.0717516
